id,seed,leader,colour,value,drones
22,d18e4f24-04db-4893-b2f6-0c2790351a91,Botania,3,0.746,"[{""seed"":""d18e4f24-04db-4893-b2f6-0c2790351a91"",""name"":""Botania"",""weapon"":3,""gimbal"":2,""steering"":5,""thruster"":4,""chassis"":4,""scanner"":3,""colour"":3,""skewMod"":0,""skew"":1,""value"":""0.828"",""weaponNormal"":""0.800"",""thrusterNormal"":""1.000"",""steeringNormal"":""1.000"",""chassisNormal"":""1.000"",""gimbalNormal"":""0.500"",""scannerNormal"":""0.667""},{""seed"":""d18e4f24-04db-4893-b2f6-0c2790351a91"",""name"":""Jugantu v47.79"",""weapon"":1,""gimbal"":2,""steering"":4,""thruster"":3,""chassis"":3,""scanner"":5,""colour"":3,""skewMod"":0,""skew"":1,""value"":""0.722"",""weaponNormal"":""0.400"",""thrusterNormal"":""0.800"",""steeringNormal"":""0.833"",""chassisNormal"":""0.800"",""gimbalNormal"":""0.500"",""scannerNormal"":""1.000""},{""seed"":""d18e4f24-04db-4893-b2f6-0c2790351a91"",""name"":""Tatera"",""weapon"":2,""gimbal"":4,""steering"":5,""thruster"":2,""chassis"":0,""scanner"":1,""colour"":3,""skewMod"":0,""skew"":1,""value"":""0.594"",""weaponNormal"":""0.600"",""thrusterNormal"":""0.600"",""steeringNormal"":""1.000"",""chassisNormal"":""0.200"",""gimbalNormal"":""0.833"",""scannerNormal"":""0.333""},{""seed"":""d18e4f24-04db-4893-b2f6-0c2790351a91"",""name"":""Noria v38.39"",""weapon"":4,""gimbal"":4,""steering"":0,""thruster"":3,""chassis"":0,""scanner"":2,""colour"":3,""skewMod"":0,""skew"":1,""value"":""0.583"",""weaponNormal"":""1.000"",""thrusterNormal"":""0.800"",""steeringNormal"":""0.167"",""chassisNormal"":""0.200"",""gimbalNormal"":""0.833"",""scannerNormal"":""0.500""},{""seed"":""d18e4f24-04db-4893-b2f6-0c2790351a91"",""name"":""Cathea"",""weapon"":2,""gimbal"":2,""steering"":0,""thruster"":3,""chassis"":1,""scanner"":3,""colour"":3,""skewMod"":0,""skew"":1,""value"":""0.522"",""weaponNormal"":""0.600"",""thrusterNormal"":""0.800"",""steeringNormal"":""0.167"",""chassisNormal"":""0.400"",""gimbalNormal"":""0.500"",""scannerNormal"":""0.667""},{""seed"":""d18e4f24-04db-4893-b2f6-0c2790351a91"",""name"":""Vutania"",""weapon"":2,""gimbal"":0,""steering"":5,""thruster"":2,""chassis"":0,""scanner"":1,""colour"":3,""skewMod"":0,""skew"":1,""value"":""0.483"",""weaponNormal"":""0.600"",""thrusterNormal"":""0.600"",""steeringNormal"":""1.000"",""chassisNormal"":""0.200"",""gimbalNormal"":""0.167"",""scannerNormal"":""0.333""}]"
23,fa3b09f3-4812-4a64-bfb1-eb85fe2097a1,Juvis,5,0.788,"[{""seed"":""fa3b09f3-4812-4a64-bfb1-eb85fe2097a1"",""name"":""Juvis"",""weapon"":4,""gimbal"":5,""steering"":2,""thruster"":3,""chassis"":4,""scanner"":0,""colour"":5,""skewMod"":0,""skew"":1,""value"":""0.744"",""weaponNormal"":""1.000"",""thrusterNormal"":""0.800"",""steeringNormal"":""0.500"",""chassisNormal"":""1.000"",""gimbalNormal"":""1.000"",""scannerNormal"":""0.167""},{""seed"":""fa3b09f3-4812-4a64-bfb1-eb85fe2097a1"",""name"":""Tenerth v8.97"",""weapon"":4,""gimbal"":2,""steering"":3,""thruster"":4,""chassis"":1,""scanner"":4,""colour"":5,""skewMod"":0,""skew"":1,""value"":""0.733"",""weaponNormal"":""1.000"",""thrusterNormal"":""1.000"",""steeringNormal"":""0.667"",""chassisNormal"":""0.400"",""gimbalNormal"":""0.500"",""scannerNormal"":""0.833""},{""seed"":""fa3b09f3-4812-4a64-bfb1-eb85fe2097a1"",""name"":""Later v5.81"",""weapon"":3,""gimbal"":5,""steering"":1,""thruster"":4,""chassis"":0,""scanner"":5,""colour"":5,""skewMod"":0,""skew"":1,""value"":""0.722"",""weaponNormal"":""0.800"",""thrusterNormal"":""1.000"",""steeringNormal"":""0.333"",""chassisNormal"":""0.200"",""gimbalNormal"":""1.000"",""scannerNormal"":""1.000""},{""seed"":""fa3b09f3-4812-4a64-bfb1-eb85fe2097a1"",""name"":""Dumia"",""weapon"":1,""gimbal"":3,""steering"":4,""thruster"":3,""chassis"":3,""scanner"":2,""colour"":5,""skewMod"":0,""skew"":1,""value"":""0.667"",""weaponNormal"":""0.400"",""thrusterNormal"":""0.800"",""steeringNormal"":""0.833"",""chassisNormal"":""0.800"",""gimbalNormal"":""0.667"",""scannerNormal"":""0.500""},{""seed"":""fa3b09f3-4812-4a64-bfb1-eb85fe2097a1"",""name"":""Raria"",""weapon"":1,""gimbal"":5,""steering"":1,""thruster"":4,""chassis"":1,""scanner"":1,""colour"":5,""skewMod"":0,""skew"":1,""value"":""0.578"",""weaponNormal"":""0.400"",""thrusterNormal"":""1.000"",""steeringNormal"":""0.333"",""chassisNormal"":""0.400"",""gimbalNormal"":""1.000"",""scannerNormal"":""0.333""},{""seed"":""fa3b09f3-4812-4a64-bfb1-eb85fe2097a1"",""name"":""Ganus v14.54"",""weapon"":4,""gimbal"":1,""steering"":3,""thruster"":2,""chassis"":0,""scanner"":0,""colour"":5,""skewMod"":0,""skew"":1,""value"":""0.495"",""weaponNormal"":""1.000"",""thrusterNormal"":""0.600"",""steeringNormal"":""0.667"",""chassisNormal"":""0.200"",""gimbalNormal"":""0.333"",""scannerNormal"":""0.167""}]"
24,b15f50f2-19c2-4072-81be-eff7f6cad38a,Rethea,5,0.801,"[{""seed"":""b15f50f2-19c2-4072-81be-eff7f6cad38a"",""name"":""Rethea"",""weapon"":2,""gimbal"":4,""steering"":5,""thruster"":4,""chassis"":3,""scanner"":4,""colour"":5,""skewMod"":0,""skew"":1,""value"":""0.844"",""weaponNormal"":""0.600"",""thrusterNormal"":""1.000"",""steeringNormal"":""1.000"",""chassisNormal"":""0.800"",""gimbalNormal"":""0.833"",""scannerNormal"":""0.833""},{""seed"":""b15f50f2-19c2-4072-81be-eff7f6cad38a"",""name"":""Neria"",""weapon"":0,""gimbal"":5,""steering"":3,""thruster"":3,""chassis"":3,""scanner"":5,""colour"":5,""skewMod"":0,""skew"":1,""value"":""0.745"",""weaponNormal"":""0.200"",""thrusterNormal"":""0.800"",""steeringNormal"":""0.667"",""chassisNormal"":""0.800"",""gimbalNormal"":""1.000"",""scannerNormal"":""1.000""},{""seed"":""b15f50f2-19c2-4072-81be-eff7f6cad38a"",""name"":""Cegawa"",""weapon"":3,""gimbal"":0,""steering"":0,""thruster"":4,""chassis"":4,""scanner"":3,""colour"":5,""skewMod"":0,""skew"":1,""value"":""0.634"",""weaponNormal"":""0.800"",""thrusterNormal"":""1.000"",""steeringNormal"":""0.167"",""chassisNormal"":""1.000"",""gimbalNormal"":""0.167"",""scannerNormal"":""0.667""},{""seed"":""b15f50f2-19c2-4072-81be-eff7f6cad38a"",""name"":""Totania"",""weapon"":1,""gimbal"":2,""steering"":1,""thruster"":3,""chassis"":4,""scanner"":3,""colour"":5,""skewMod"":0,""skew"":1,""value"":""0.617"",""weaponNormal"":""0.400"",""thrusterNormal"":""0.800"",""steeringNormal"":""0.333"",""chassisNormal"":""1.000"",""gimbalNormal"":""0.500"",""scannerNormal"":""0.667""},{""seed"":""b15f50f2-19c2-4072-81be-eff7f6cad38a"",""name"":""Ceclite"",""weapon"":0,""gimbal"":2,""steering"":5,""thruster"":2,""chassis"":4,""scanner"":1,""colour"":5,""skewMod"":0,""skew"":1,""value"":""0.606"",""weaponNormal"":""0.200"",""thrusterNormal"":""0.600"",""steeringNormal"":""1.000"",""chassisNormal"":""1.000"",""gimbalNormal"":""0.500"",""scannerNormal"":""0.333""},{""seed"":""b15f50f2-19c2-4072-81be-eff7f6cad38a"",""name"":""Manus"",""weapon"":1,""gimbal"":1,""steering"":3,""thruster"":3,""chassis"":4,""scanner"":0,""colour"":5,""skewMod"":0,""skew"":1,""value"":""0.561"",""weaponNormal"":""0.400"",""thrusterNormal"":""0.800"",""steeringNormal"":""0.667"",""chassisNormal"":""1.000"",""gimbalNormal"":""0.333"",""scannerNormal"":""0.167""}]"
25,b6096902-c58f-4593-95d3-b0583810a7ea,Xenus,3,0.718,"[{""seed"":""b6096902-c58f-4593-95d3-b0583810a7ea"",""name"":""Xenus"",""weapon"":4,""gimbal"":1,""steering"":2,""thruster"":4,""chassis"":3,""scanner"":5,""colour"":3,""skewMod"":0,""skew"":1,""value"":""0.772"",""weaponNormal"":""1.000"",""thrusterNormal"":""1.000"",""steeringNormal"":""0.500"",""chassisNormal"":""0.800"",""gimbalNormal"":""0.333"",""scannerNormal"":""1.000""},{""seed"":""b6096902-c58f-4593-95d3-b0583810a7ea"",""name"":""Mater"",""weapon"":1,""gimbal"":4,""steering"":3,""thruster"":4,""chassis"":4,""scanner"":1,""colour"":3,""skewMod"":0,""skew"":1,""value"":""0.706"",""weaponNormal"":""0.400"",""thrusterNormal"":""1.000"",""steeringNormal"":""0.667"",""chassisNormal"":""1.000"",""gimbalNormal"":""0.833"",""scannerNormal"":""0.333""},{""seed"":""b6096902-c58f-4593-95d3-b0583810a7ea"",""name"":""Necury"",""weapon"":4,""gimbal"":1,""steering"":5,""thruster"":4,""chassis"":2,""scanner"":0,""colour"":3,""skewMod"":0,""skew"":1,""value"":""0.683"",""weaponNormal"":""1.000"",""thrusterNormal"":""1.000"",""steeringNormal"":""1.000"",""chassisNormal"":""0.600"",""gimbalNormal"":""0.333"",""scannerNormal"":""0.167""},{""seed"":""b6096902-c58f-4593-95d3-b0583810a7ea"",""name"":""Petera"",""weapon"":0,""gimbal"":3,""steering"":2,""thruster"":4,""chassis"":0,""scanner"":5,""colour"":3,""skewMod"":0,""skew"":1,""value"":""0.595"",""weaponNormal"":""0.200"",""thrusterNormal"":""1.000"",""steeringNormal"":""0.500"",""chassisNormal"":""0.200"",""gimbalNormal"":""0.667"",""scannerNormal"":""1.000""},{""seed"":""b6096902-c58f-4593-95d3-b0583810a7ea"",""name"":""Muhines"",""weapon"":1,""gimbal"":5,""steering"":1,""thruster"":1,""chassis"":1,""scanner"":1,""colour"":3,""skewMod"":0,""skew"":1,""value"":""0.478"",""weaponNormal"":""0.400"",""thrusterNormal"":""0.400"",""steeringNormal"":""0.333"",""chassisNormal"":""0.400"",""gimbalNormal"":""1.000"",""scannerNormal"":""0.333""},{""seed"":""b6096902-c58f-4593-95d3-b0583810a7ea"",""name"":""Yotis"",""weapon"":0,""gimbal"":0,""steering"":0,""thruster"":1,""chassis"":0,""scanner"":5,""colour"":3,""skewMod"":0,""skew"":1,""value"":""0.356"",""weaponNormal"":""0.200"",""thrusterNormal"":""0.400"",""steeringNormal"":""0.167"",""chassisNormal"":""0.200"",""gimbalNormal"":""0.167"",""scannerNormal"":""1.000""}]"
26,33c3ac05-d0f0-4638-a3f3-25ff0f381b4f,Seyama,1,0.749,"[{""seed"":""33c3ac05-d0f0-4638-a3f3-25ff0f381b4f"",""name"":""Seyama"",""weapon"":4,""gimbal"":4,""steering"":2,""thruster"":3,""chassis"":2,""scanner"":4,""colour"":1,""skewMod"":0,""skew"":1,""value"":""0.761"",""weaponNormal"":""1.000"",""thrusterNormal"":""0.800"",""steeringNormal"":""0.500"",""chassisNormal"":""0.600"",""gimbalNormal"":""0.833"",""scannerNormal"":""0.833""},{""seed"":""33c3ac05-d0f0-4638-a3f3-25ff0f381b4f"",""name"":""Mopra"",""weapon"":4,""gimbal"":1,""steering"":5,""thruster"":3,""chassis"":3,""scanner"":2,""colour"":1,""skewMod"":0,""skew"":1,""value"":""0.739"",""weaponNormal"":""1.000"",""thrusterNormal"":""0.800"",""steeringNormal"":""1.000"",""chassisNormal"":""0.800"",""gimbalNormal"":""0.333"",""scannerNormal"":""0.500""},{""seed"":""33c3ac05-d0f0-4638-a3f3-25ff0f381b4f"",""name"":""Famia"",""weapon"":4,""gimbal"":5,""steering"":1,""thruster"":0,""chassis"":3,""scanner"":2,""colour"":1,""skewMod"":0,""skew"":1,""value"":""0.639"",""weaponNormal"":""1.000"",""thrusterNormal"":""0.200"",""steeringNormal"":""0.333"",""chassisNormal"":""0.800"",""gimbalNormal"":""1.000"",""scannerNormal"":""0.500""},{""seed"":""33c3ac05-d0f0-4638-a3f3-25ff0f381b4f"",""name"":""Laliv"",""weapon"":1,""gimbal"":2,""steering"":2,""thruster"":4,""chassis"":4,""scanner"":0,""colour"":1,""skewMod"":0,""skew"":1,""value"":""0.594"",""weaponNormal"":""0.400"",""thrusterNormal"":""1.000"",""steeringNormal"":""0.500"",""chassisNormal"":""1.000"",""gimbalNormal"":""0.500"",""scannerNormal"":""0.167""},{""seed"":""33c3ac05-d0f0-4638-a3f3-25ff0f381b4f"",""name"":""Rastea"",""weapon"":1,""gimbal"":2,""steering"":4,""thruster"":0,""chassis"":4,""scanner"":0,""colour"":1,""skewMod"":0,""skew"":1,""value"":""0.517"",""weaponNormal"":""0.400"",""thrusterNormal"":""0.200"",""steeringNormal"":""0.833"",""chassisNormal"":""1.000"",""gimbalNormal"":""0.500"",""scannerNormal"":""0.167""},{""seed"":""33c3ac05-d0f0-4638-a3f3-25ff0f381b4f"",""name"":""Iunerth Mk LXIII"",""weapon"":2,""gimbal"":0,""steering"":2,""thruster"":1,""chassis"":3,""scanner"":2,""colour"":1,""skewMod"":0,""skew"":1,""value"":""0.494"",""weaponNormal"":""0.600"",""thrusterNormal"":""0.400"",""steeringNormal"":""0.500"",""chassisNormal"":""0.800"",""gimbalNormal"":""0.167"",""scannerNormal"":""0.500""}]"
27,af7baf50-086d-4415-ad61-e265857cdb13,Horus,1,0.613,"[{""seed"":""af7baf50-086d-4415-ad61-e265857cdb13"",""name"":""Horus"",""weapon"":4,""gimbal"":5,""steering"":0,""thruster"":1,""chassis"":3,""scanner"":0,""colour"":1,""skewMod"":0,""skew"":1,""value"":""0.589"",""weaponNormal"":""1.000"",""thrusterNormal"":""0.400"",""steeringNormal"":""0.167"",""chassisNormal"":""0.800"",""gimbalNormal"":""1.000"",""scannerNormal"":""0.167""},{""seed"":""af7baf50-086d-4415-ad61-e265857cdb13"",""name"":""Genus"",""weapon"":0,""gimbal"":1,""steering"":3,""thruster"":2,""chassis"":3,""scanner"":4,""colour"":1,""skewMod"":0,""skew"":1,""value"":""0.572"",""weaponNormal"":""0.200"",""thrusterNormal"":""0.600"",""steeringNormal"":""0.667"",""chassisNormal"":""0.800"",""gimbalNormal"":""0.333"",""scannerNormal"":""0.833""},{""seed"":""af7baf50-086d-4415-ad61-e265857cdb13"",""name"":""Qeyama"",""weapon"":0,""gimbal"":2,""steering"":2,""thruster"":2,""chassis"":2,""scanner"":3,""colour"":1,""skewMod"":0,""skew"":1,""value"":""0.511"",""weaponNormal"":""0.200"",""thrusterNormal"":""0.600"",""steeringNormal"":""0.500"",""chassisNormal"":""0.600"",""gimbalNormal"":""0.500"",""scannerNormal"":""0.667""},{""seed"":""af7baf50-086d-4415-ad61-e265857cdb13"",""name"":""Reter Mk L"",""weapon"":1,""gimbal"":2,""steering"":5,""thruster"":0,""chassis"":3,""scanner"":0,""colour"":1,""skewMod"":0,""skew"":1,""value"":""0.511"",""weaponNormal"":""0.400"",""thrusterNormal"":""0.200"",""steeringNormal"":""1.000"",""chassisNormal"":""0.800"",""gimbalNormal"":""0.500"",""scannerNormal"":""0.167""},{""seed"":""af7baf50-086d-4415-ad61-e265857cdb13"",""name"":""Sonov"",""weapon"":2,""gimbal"":3,""steering"":0,""thruster"":1,""chassis"":3,""scanner"":0,""colour"":1,""skewMod"":0,""skew"":1,""value"":""0.467"",""weaponNormal"":""0.600"",""thrusterNormal"":""0.400"",""steeringNormal"":""0.167"",""chassisNormal"":""0.800"",""gimbalNormal"":""0.667"",""scannerNormal"":""0.167""},{""seed"":""af7baf50-086d-4415-ad61-e265857cdb13"",""name"":""Logawa"",""weapon"":1,""gimbal"":5,""steering"":1,""thruster"":0,""chassis"":1,""scanner"":0,""colour"":1,""skewMod"":0,""skew"":1,""value"":""0.417"",""weaponNormal"":""0.400"",""thrusterNormal"":""0.200"",""steeringNormal"":""0.333"",""chassisNormal"":""0.400"",""gimbalNormal"":""1.000"",""scannerNormal"":""0.167""}]"
28,2b5ef083-9ffe-4e5c-8ffb-0adb10ce4c9b,Mater,5,0.735,"[{""seed"":""2b5ef083-9ffe-4e5c-8ffb-0adb10ce4c9b"",""name"":""Mater"",""weapon"":4,""gimbal"":0,""steering"":3,""thruster"":4,""chassis"":4,""scanner"":4,""colour"":5,""skewMod"":0,""skew"":1,""value"":""0.778"",""weaponNormal"":""1.000"",""thrusterNormal"":""1.000"",""steeringNormal"":""0.667"",""chassisNormal"":""1.000"",""gimbalNormal"":""0.167"",""scannerNormal"":""0.833""},{""seed"":""2b5ef083-9ffe-4e5c-8ffb-0adb10ce4c9b"",""name"":""Butania Mk LXXXIII"",""weapon"":0,""gimbal"":5,""steering"":5,""thruster"":0,""chassis"":3,""scanner"":5,""colour"":5,""skewMod"":0,""skew"":1,""value"":""0.700"",""weaponNormal"":""0.200"",""thrusterNormal"":""0.200"",""steeringNormal"":""1.000"",""chassisNormal"":""0.800"",""gimbalNormal"":""1.000"",""scannerNormal"":""1.000""},{""seed"":""2b5ef083-9ffe-4e5c-8ffb-0adb10ce4c9b"",""name"":""Yonides"",""weapon"":2,""gimbal"":4,""steering"":3,""thruster"":2,""chassis"":3,""scanner"":3,""colour"":5,""skewMod"":0,""skew"":1,""value"":""0.695"",""weaponNormal"":""0.600"",""thrusterNormal"":""0.600"",""steeringNormal"":""0.667"",""chassisNormal"":""0.800"",""gimbalNormal"":""0.833"",""scannerNormal"":""0.667""},{""seed"":""2b5ef083-9ffe-4e5c-8ffb-0adb10ce4c9b"",""name"":""Zanus"",""weapon"":1,""gimbal"":2,""steering"":2,""thruster"":4,""chassis"":1,""scanner"":3,""colour"":5,""skewMod"":0,""skew"":1,""value"":""0.578"",""weaponNormal"":""0.400"",""thrusterNormal"":""1.000"",""steeringNormal"":""0.500"",""chassisNormal"":""0.400"",""gimbalNormal"":""0.500"",""scannerNormal"":""0.667""},{""seed"":""2b5ef083-9ffe-4e5c-8ffb-0adb10ce4c9b"",""name"":""Nepra Mk XCIII"",""weapon"":0,""gimbal"":4,""steering"":0,""thruster"":3,""chassis"":0,""scanner"":4,""colour"":5,""skewMod"":0,""skew"":1,""value"":""0.506"",""weaponNormal"":""0.200"",""thrusterNormal"":""0.800"",""steeringNormal"":""0.167"",""chassisNormal"":""0.200"",""gimbalNormal"":""0.833"",""scannerNormal"":""0.833""},{""seed"":""2b5ef083-9ffe-4e5c-8ffb-0adb10ce4c9b"",""name"":""Tonia"",""weapon"":1,""gimbal"":1,""steering"":0,""thruster"":0,""chassis"":1,""scanner"":5,""colour"":5,""skewMod"":0,""skew"":1,""value"":""0.417"",""weaponNormal"":""0.400"",""thrusterNormal"":""0.200"",""steeringNormal"":""0.167"",""chassisNormal"":""0.400"",""gimbalNormal"":""0.333"",""scannerNormal"":""1.000""}]"
29,28ddf04b-9b4c-4795-bb98-44f320870c17,Zewei,5,0.660,"[{""seed"":""28ddf04b-9b4c-4795-bb98-44f320870c17"",""name"":""Zewei"",""weapon"":3,""gimbal"":4,""steering"":2,""thruster"":3,""chassis"":2,""scanner"":5,""colour"":5,""skewMod"":0,""skew"":1,""value"":""0.756"",""weaponNormal"":""0.800"",""thrusterNormal"":""0.800"",""steeringNormal"":""0.500"",""chassisNormal"":""0.600"",""gimbalNormal"":""0.833"",""scannerNormal"":""1.000""},{""seed"":""28ddf04b-9b4c-4795-bb98-44f320870c17"",""name"":""Suter"",""weapon"":2,""gimbal"":4,""steering"":3,""thruster"":2,""chassis"":0,""scanner"":4,""colour"":5,""skewMod"":0,""skew"":1,""value"":""0.622"",""weaponNormal"":""0.600"",""thrusterNormal"":""0.600"",""steeringNormal"":""0.667"",""chassisNormal"":""0.200"",""gimbalNormal"":""0.833"",""scannerNormal"":""0.833""},{""seed"":""28ddf04b-9b4c-4795-bb98-44f320870c17"",""name"":""Buyama"",""weapon"":0,""gimbal"":0,""steering"":1,""thruster"":3,""chassis"":2,""scanner"":5,""colour"":5,""skewMod"":0,""skew"":1,""value"":""0.517"",""weaponNormal"":""0.200"",""thrusterNormal"":""0.800"",""steeringNormal"":""0.333"",""chassisNormal"":""0.600"",""gimbalNormal"":""0.167"",""scannerNormal"":""1.000""},{""seed"":""28ddf04b-9b4c-4795-bb98-44f320870c17"",""name"":""Devis"",""weapon"":2,""gimbal"":1,""steering"":1,""thruster"":0,""chassis"":3,""scanner"":3,""colour"":5,""skewMod"":0,""skew"":1,""value"":""0.489"",""weaponNormal"":""0.600"",""thrusterNormal"":""0.200"",""steeringNormal"":""0.333"",""chassisNormal"":""0.800"",""gimbalNormal"":""0.333"",""scannerNormal"":""0.667""},{""seed"":""28ddf04b-9b4c-4795-bb98-44f320870c17"",""name"":""Xuhiri v17.89"",""weapon"":1,""gimbal"":3,""steering"":1,""thruster"":3,""chassis"":0,""scanner"":2,""colour"":5,""skewMod"":0,""skew"":1,""value"":""0.483"",""weaponNormal"":""0.400"",""thrusterNormal"":""0.800"",""steeringNormal"":""0.333"",""chassisNormal"":""0.200"",""gimbalNormal"":""0.667"",""scannerNormal"":""0.500""},{""seed"":""28ddf04b-9b4c-4795-bb98-44f320870c17"",""name"":""Ioruta"",""weapon"":1,""gimbal"":1,""steering"":0,""thruster"":1,""chassis"":3,""scanner"":2,""colour"":5,""skewMod"":0,""skew"":1,""value"":""0.433"",""weaponNormal"":""0.400"",""thrusterNormal"":""0.400"",""steeringNormal"":""0.167"",""chassisNormal"":""0.800"",""gimbalNormal"":""0.333"",""scannerNormal"":""0.500""}]"
30,2ad30c33-6563-4e78-bd82-fc947ee14b36,Doturn,5,0.718,"[{""seed"":""2ad30c33-6563-4e78-bd82-fc947ee14b36"",""name"":""Doturn"",""weapon"":4,""gimbal"":0,""steering"":3,""thruster"":4,""chassis"":4,""scanner"":1,""colour"":5,""skewMod"":0,""skew"":1,""value"":""0.695"",""weaponNormal"":""1.000"",""thrusterNormal"":""1.000"",""steeringNormal"":""0.667"",""chassisNormal"":""1.000"",""gimbalNormal"":""0.167"",""scannerNormal"":""0.333""},{""seed"":""2ad30c33-6563-4e78-bd82-fc947ee14b36"",""name"":""Zulia"",""weapon"":0,""gimbal"":3,""steering"":4,""thruster"":2,""chassis"":4,""scanner"":3,""colour"":5,""skewMod"":0,""skew"":1,""value"":""0.661"",""weaponNormal"":""0.200"",""thrusterNormal"":""0.600"",""steeringNormal"":""0.833"",""chassisNormal"":""1.000"",""gimbalNormal"":""0.667"",""scannerNormal"":""0.667""},{""seed"":""2ad30c33-6563-4e78-bd82-fc947ee14b36"",""name"":""Vonov"",""weapon"":0,""gimbal"":2,""steering"":5,""thruster"":3,""chassis"":2,""scanner"":3,""colour"":5,""skewMod"":0,""skew"":1,""value"":""0.628"",""weaponNormal"":""0.200"",""thrusterNormal"":""0.800"",""steeringNormal"":""1.000"",""chassisNormal"":""0.600"",""gimbalNormal"":""0.500"",""scannerNormal"":""0.667""},{""seed"":""2ad30c33-6563-4e78-bd82-fc947ee14b36"",""name"":""Tuturn"",""weapon"":4,""gimbal"":0,""steering"":5,""thruster"":2,""chassis"":0,""scanner"":2,""colour"":5,""skewMod"":0,""skew"":1,""value"":""0.578"",""weaponNormal"":""1.000"",""thrusterNormal"":""0.600"",""steeringNormal"":""1.000"",""chassisNormal"":""0.200"",""gimbalNormal"":""0.167"",""scannerNormal"":""0.500""},{""seed"":""2ad30c33-6563-4e78-bd82-fc947ee14b36"",""name"":""Tucarro"",""weapon"":3,""gimbal"":1,""steering"":4,""thruster"":1,""chassis"":2,""scanner"":1,""colour"":5,""skewMod"":0,""skew"":1,""value"":""0.550"",""weaponNormal"":""0.800"",""thrusterNormal"":""0.400"",""steeringNormal"":""0.833"",""chassisNormal"":""0.600"",""gimbalNormal"":""0.333"",""scannerNormal"":""0.333""},{""seed"":""2ad30c33-6563-4e78-bd82-fc947ee14b36"",""name"":""Huturn"",""weapon"":1,""gimbal"":3,""steering"":4,""thruster"":1,""chassis"":1,""scanner"":0,""colour"":5,""skewMod"":0,""skew"":1,""value"":""0.478"",""weaponNormal"":""0.400"",""thrusterNormal"":""0.400"",""steeringNormal"":""0.833"",""chassisNormal"":""0.400"",""gimbalNormal"":""0.667"",""scannerNormal"":""0.167""}]"
31,c3202cb5-958a-4daa-9b55-a522238df9e7,Yunope,4,0.640,"[{""seed"":""c3202cb5-958a-4daa-9b55-a522238df9e7"",""name"":""Yunope"",""weapon"":3,""gimbal"":4,""steering"":2,""thruster"":2,""chassis"":2,""scanner"":5,""colour"":4,""skewMod"":0,""skew"":1,""value"":""0.722"",""weaponNormal"":""0.800"",""thrusterNormal"":""0.600"",""steeringNormal"":""0.500"",""chassisNormal"":""0.600"",""gimbalNormal"":""0.833"",""scannerNormal"":""1.000""},{""seed"":""c3202cb5-958a-4daa-9b55-a522238df9e7"",""name"":""Roruta v39.78"",""weapon"":2,""gimbal"":4,""steering"":3,""thruster"":1,""chassis"":0,""scanner"":2,""colour"":4,""skewMod"":0,""skew"":1,""value"":""0.533"",""weaponNormal"":""0.600"",""thrusterNormal"":""0.400"",""steeringNormal"":""0.667"",""chassisNormal"":""0.200"",""gimbalNormal"":""0.833"",""scannerNormal"":""0.500""},{""seed"":""c3202cb5-958a-4daa-9b55-a522238df9e7"",""name"":""Setera"",""weapon"":4,""gimbal"":3,""steering"":0,""thruster"":3,""chassis"":1,""scanner"":0,""colour"":4,""skewMod"":0,""skew"":1,""value"":""0.533"",""weaponNormal"":""1.000"",""thrusterNormal"":""0.800"",""steeringNormal"":""0.167"",""chassisNormal"":""0.400"",""gimbalNormal"":""0.667"",""scannerNormal"":""0.167""},{""seed"":""c3202cb5-958a-4daa-9b55-a522238df9e7"",""name"":""Jayama"",""weapon"":0,""gimbal"":0,""steering"":5,""thruster"":3,""chassis"":2,""scanner"":0,""colour"":4,""skewMod"":0,""skew"":1,""value"":""0.489"",""weaponNormal"":""0.200"",""thrusterNormal"":""0.800"",""steeringNormal"":""1.000"",""chassisNormal"":""0.600"",""gimbalNormal"":""0.167"",""scannerNormal"":""0.167""},{""seed"":""c3202cb5-958a-4daa-9b55-a522238df9e7"",""name"":""Mehiri"",""weapon"":2,""gimbal"":3,""steering"":0,""thruster"":0,""chassis"":4,""scanner"":0,""colour"":4,""skewMod"":0,""skew"":1,""value"":""0.467"",""weaponNormal"":""0.600"",""thrusterNormal"":""0.200"",""steeringNormal"":""0.167"",""chassisNormal"":""1.000"",""gimbalNormal"":""0.667"",""scannerNormal"":""0.167""},{""seed"":""c3202cb5-958a-4daa-9b55-a522238df9e7"",""name"":""Botis Mk XXIII"",""weapon"":1,""gimbal"":0,""steering"":4,""thruster"":3,""chassis"":0,""scanner"":1,""colour"":4,""skewMod"":0,""skew"":1,""value"":""0.456"",""weaponNormal"":""0.400"",""thrusterNormal"":""0.800"",""steeringNormal"":""0.833"",""chassisNormal"":""0.200"",""gimbalNormal"":""0.167"",""scannerNormal"":""0.333""}]"
