number,squadron,wld,matches,matchPoints,games,gamePoints,initialByes,byes,matchWinPercentageMTG,gameWinPercentage,opponents
#0067,Rozuno,"l,w,l,l,l,w,w,l",8,9,24,27,0,0,0.375,0.375,"Tuvis,Relia v12.42,Ienov,Sugantu,Jeliv,Sophus,Yutera Mk LXXXIV,Jenides"
#0010,Xocury,"l,w,w,l,l,l,l,l",8,6,24,21,0,0,0.330,0.330,"Cotania,Quphus,Nehiri,Doyama Mk VII,Waria v41.6,Qewei Mk XCV,Humia,Vophus"
#0030,Yenus,"w,l,w,l,w,w,l,w",8,15,24,51,0,0,0.625,0.708,"Jatania,Nuthea,Yonia,Petania Mk LXXXVII,Zoclite,Bowei,Negantu,Hunus v28.9"
#0099,Vathea,"l,w,w,l,w,l,w,w",8,15,24,42,0,0,0.625,0.583,"Juzuno v16.41,Futer,Tepra,Kunope,Iuzuno,Herilia v14.82,Quwei,Qater"
#0017,Wonus,"l,w,w,l,w,w,l,w",8,15,24,48,0,0,0.625,0.667,"Sulara v35.90,Qunus,Yestea,Doruta,Nutera,Qater,Haruta Mk XLIX,Ferilia"
#0028,Senus Mk XLIX,"w,w,w,l,w,l,w,l",8,15,24,36,0,0,0.625,0.500,"Durus v12.47,Waria v41.6,Juzuno v16.41,Huyama,Ienov,Xetune,Qaturn,Wanope"
#0018,Buwei,"w,l,l,w,l,l,w,l",8,9,24,33,0,0,0.375,0.458,"Iunus v35.24,Cuvis,Gohiri,Suria Mk XCVII,Iapra,Soria,Xulia,Tonides"
#0130,Doruta,"l,w,w,w,w,w,l,w,w,w,w,l",12,27,36,72,0,0,0.750,0.667,"Rugawa,Huthea,Funerth,Wonus,Xetune,Negantu,Wustea Mk LXXXVI,Monus,Nuthea,Xetune,Negantu,Huyama"
#0078,Zuter,"w,l,w,l,w,l,l,l",8,9,24,24,0,0,0.375,0.333,"Yonia,Logawa,Qater,Qaturn,Ioliv,Cuvis,Foter,Dayama"
#0015,Honov,"l,w,w,w,l,l,w,w",8,15,24,36,0,0,0.625,0.500,"Hunus v28.9,Wunus,Megantu,Wanus v30.81,Durus v12.47,Logawa,Bowei,Dutune"
#0102,Huyama,"w,w,w,w,w,w,w,w,w,w,w,w",12,36,36,102,0,0,1.00,0.944,"Matania,Dutune,Gaphus,Senus Mk XLIX,Wustea Mk LXXXVI,Wanope,Fanov v33.40,Felea,Wustea Mk LXXXVI,Fanov v33.40,Ianov,Doruta"
#0038,Selia,"l,l,w,l,l,w,l,l",8,6,24,21,0,0,0.330,0.330,"Keclite,Fuwei,Qewei Mk XCV,Qater,Iunus v35.24,Cotania,Peter,Purilia Mk XXXV"
#0023,Manope Mk XXXVII,"l,l,w,l,w,w,l,w",8,12,24,30,0,0,0.500,0.417,"Ienov,Tepra,Fabos,Nalea v36.5,Pecury,Yestea,Fuwei,Qewei"
#0044,Wunus,"l,l,w,w,l,l,w,l",8,9,24,36,0,0,0.375,0.500,"Dayama,Honov,Qunus,Nehiri,Wahiri Mk LXXIV,Toliv v6.73,Huthea,Suria Mk XCVII"
#0131,Iunus v35.24,"l,w,l,l,w,l,l,w",8,9,24,30,0,0,0.375,0.417,"Buwei,Dovis v46.22,Tuvis,Konus Mk LVIII,Selia,Pucarro,Tubos,Yutera Mk LXXXIV"
#0145,Yolia v39.2,"w,w,l,w,l,w,w,l",8,15,24,45,0,0,0.625,0.625,"Suria Mk XCVII,Tuvis,Tenia,Jenides,Juter Mk LXVII,Fatera,Vucarro v33.11,Danov"
#0070,Qunus,"l,l,l,l,w,l,l,w",8,6,24,24,0,0,0.330,0.333,"Xetune,Wonus,Wunus,Wehines Mk L,Purilia Mk XXXV,Peter,Wuwei v12.30,Sophus"
#0090,Gohiri,"w,l,w,l,w,w,l,l",8,12,24,39,0,0,0.500,0.542,"Nehiri,Negantu,Buwei,Selea,Qalea,Nanov,Kunope,Gaphus"
#0009,Relia v12.42,"l,l,l,l,w,w,w,l",8,9,24,33,0,0,0.375,0.458,"Juter Mk LXVII,Rozuno,Tetune,Wuturn v18.96,Xaturn,Wuwei v12.30,Megantu,Jolea"
#0054,Halea v22.63,"l,l,w,l,l,w,w,l",8,9,24,30,0,0,0.375,0.417,"Dutune,Konus Mk LVIII,Wehines Mk L,Iuzuno,Toliv v6.73,Fabos,Peturn,Nonia"
#0120,Waria v41.6,"w,l,w,w,w,l,w,l",8,15,24,45,0,0,0.625,0.625,"Pucarro,Senus Mk XLIX,Peturn,Soter v3.44,Xocury,Petania Mk LXXXVII,Zostea,Doyama Mk VII"
#0097,Foter,"w,w,l,l,w,l,w,l",8,12,24,36,0,0,0.500,0.500,"Purilia Mk XXXV,Yestea,Iavis v40.72,Gaphus,Cotania,Selea,Zuter,Nalea v36.5"
#0031,Ianov,"w,w,w,w,l,w,w,l,w,w,l",11,24,33,72,0,0,0.727,0.727,"Futis,Qalea,Ferilia,Tewei v11.69,Fanov v33.40,Xotune v29.73,Wanope,Wustea Mk LXXXVI,Doyama Mk VII,Tewei v11.69,Huyama"
#0100,Turilia v28.53,"w,w,l,l,w,l,w,l",8,12,24,39,0,0,0.500,0.542,"Tonides,Potera,Fanov v33.40,Fatera,Guthea,Lanus,Nanov,Wuturn v18.96"
#0020,Humia,"l,l,w,l,w,l,w,l",8,9,24,39,0,0,0.375,0.542,"Nostea,Wanus v30.81,Lacarro,Funerth,Peturn,Qalea,Xocury,Peter"
#0006,Sophus,"w,l,l,l,l,l,l,l",8,3,24,24,0,0,0.330,0.333,"Lacarro,Danov,Wanus v30.81,Fucury,Pucarro,Rozuno,Cethea,Qunus"
#0123,Fatera,"l,w,w,w,l,l,w,w",8,15,24,39,0,0,0.625,0.542,"Tetune,Vetania,Nalea v36.5,Turilia v28.53,Xotune v29.73,Yolia v39.2,Soria,Ronope Mk LXVIII"
#0045,Futer,"l,l,l,l,l,l,w,l",8,3,24,18,0,0,0.330,0.330,"Fanov v33.40,Vathea,Pucarro,Lacarro,Fabos,Vophus,Xaturn,Nehiri"
#0088,Julea,"l,l,w,w,w,w,l,w",8,15,24,45,0,0,0.625,0.625,"Soria,Nanov,Tonides,Futis,Yocarro Mk XLVII,Soter v3.44,Monus,Wuter Mk XVII"
#0133,Felea,"w,w,l,w,w,w,w,l,w,l",10,21,30,63,0,0,0.700,0.700,"Huthea,Xotune v29.73,Wustea Mk LXXXVI,Guthea,Sulara v35.90,Jatania,Tuvis,Huyama,Totera,Negantu"
#0144,Muhiri v31.23,"w,w,l,l,l,w,l,w",8,12,24,36,0,0,0.500,0.500,"Soter v3.44,Ienov,Yayama,Fuwei,Cuvis,Fucury,Yutania,Pucury v46.28"
#0085,Fupra,"w,w,l,w,l,w,w,w",8,18,24,48,0,0,0.750,0.667,"Quphus,Kunope,Negantu,Soria,Doyama Mk VII,Tetune,Tenia,Decarro"
#0114,Negantu,"w,w,w,l,w,l,w,w,w,w,l",11,24,33,63,0,0,0.727,0.636,"Jolea,Gohiri,Fupra,Danov,Tewei v11.69,Doruta,Yenus,Juter Mk LXVII,Rugawa,Felea,Doruta"
#0091,Qalea,"w,l,w,l,l,w,w,l",8,12,24,33,0,0,0.500,0.458,"Vucarro v33.11,Ianov,Ronus v28.11,Xunus Mk XII,Gohiri,Humia,Tetune,Jatania"
#0058,Guthea,"w,l,w,l,l,w,w,w",8,15,24,48,0,0,0.625,0.667,"Fabos,Jenides,Wuwei v12.30,Felea,Turilia v28.53,Iuzuno,Yestea,Yonia"
#0049,Ronus v28.11,"l,w,l,w,w,l,w,l",8,12,24,42,0,0,0.500,0.583,"Xotune v29.73,Fucury,Qalea,Quwei,Qustea,Dutune,Nonia,Matania"
#0116,Soria,"w,w,l,l,l,w,l,w",8,12,24,33,0,0,0.500,0.458,"Julea,Nalea v36.5,Tewei v11.69,Fupra,Bowei,Buwei,Fatera,Cethea"
#0082,Qaturn,"w,w,l,w,l,w,l,l",8,12,24,39,0,0,0.500,0.542,"Tepra,Hunus v28.9,Keclite,Zuter,Nuthea,Vetania,Senus Mk XLIX,Fuwei"
#0040,Wuter Mk XVII,"w,w,l,l,l,w,w,l",8,12,24,36,0,0,0.500,0.500,"Pecury,Peturn,Decarro,Totera,Matania,Qustea,Wanus v30.81,Julea"
#0050,Dovis v46.22,"l,l,l,w,l,l,l,l",8,3,24,15,0,0,0.330,0.330,"Yutera Mk LXXXIV,Iunus v35.24,Futis,Vophus,Quwei,Xulia,Purilia Mk XXXV,Henerth Mk VIII"
#0059,Qewei,"l,w,l,w,l,l,w,l",8,9,24,39,0,0,0.375,0.542,"Xunus Mk XII,Henerth Mk VIII,Kunope,Tepra,Jenides,Yocarro Mk XLVII,Jeliv,Manope Mk XXXVII"
#0036,Tenia,"w,w,w,l,w,l,l,l",8,12,24,42,0,0,0.500,0.583,"Bonope,Xunus Mk XII,Yolia v39.2,Decarro,Logawa,Tuvis,Fupra,Zostea"
#0074,Petania Mk LXXXVII,"w,l,w,w,w,w,w,w,l",9,21,27,57,0,0,0.778,0.704,"Yutania,Xetune,Xulia,Yenus,Yayama,Waria v41.6,Rugawa,Iavis v40.72,Tewei v11.69"
#0076,Qater,"w,l,l,w,w,l,w,l",8,12,24,33,0,0,0.500,0.458,"Iuzuno,Wanope,Zuter,Selia,Wanus v30.81,Wonus,Jolea,Vathea"
#0048,Yayama,"w,w,w,l,l,w,w,l",8,15,24,39,0,0,0.625,0.542,"Pucury v46.28,Lanus,Muhiri v31.23,Wustea Mk LXXXVI,Petania Mk LXXXVII,Hunus v28.9,Durus v12.47,Funerth"
#0110,Keclite,"w,w,w,l,w,w,l,l",8,15,24,36,0,0,0.625,0.500,"Selia,Iapra,Qaturn,Wanope,Fuwei,Gaphus,Nuthea,Tewei v11.69"
#0134,Tetune,"w,l,w,w,l,l,l,w",8,12,24,30,0,0,0.500,0.417,"Fatera,Wustea Mk LXXXVI,Relia v12.42,Secarro,Rugawa,Fupra,Qalea,Wanus v30.81"
#0066,Ferilia,"w,w,l,l,w,w,l,l",8,12,24,24,0,0,0.500,0.333,"Megantu,Tubos,Ianov,Jatania,Fucury,Ronope Mk LXVIII,Funerth,Wonus"
#0029,Nehiri,"l,w,l,l,l,l,l,w",8,6,24,24,0,0,0.330,0.333,"Gohiri,Fabos,Xocury,Wunus,Lacarro,Wehines Mk L,Tepra,Futer"
#0033,Lacarro,"l,l,l,w,w,l,w,l",8,9,24,24,0,0,0.375,0.333,"Sophus,Megantu,Humia,Futer,Nehiri,Juzuno v16.41,Iuzuno,Ienov"
#0064,Zoclite,"w,l,l,w,l,w,l,l",8,9,24,24,0,0,0.375,0.333,"Wanus v30.81,Haruta Mk XLIX,Fuwei,Cethea,Yenus,Later,Nalea v36.5,Bowei"
#0056,Wahiri Mk LXXIV,"w,l,w,l,w,l,w,l",8,12,24,30,0,0,0.500,0.417,"Monus,Juter Mk LXVII,Ioliv,Rugawa,Wunus,Zostea,Jenides,Durus v12.47"
#0041,Toliv v6.73,"l,w,l,l,w,w,w,l",8,12,24,27,0,0,0.500,0.375,"Jenides,Tonides,Herilia v14.82,Bowei,Halea v22.63,Wunus,Qewei Mk XCV,Logawa"
#0108,Getis,"w,l,l,w,l,l,w,l",8,9,24,27,0,0,0.375,0.375,"Ronope Mk LXVIII,Totera,Secarro,Peturn,Soter v3.44,Konus Mk LVIII,Sugantu,Quwei"
#0124,Fanov v33.40,"w,w,w,w,w,w,l,w,w,l",10,24,30,66,0,0,0.800,0.733,"Futer,Herilia v14.82,Turilia v28.53,Sulara v35.90,Ianov,Danov,Huyama,Nuthea,Wanope,Huyama"
#0096,Funerth,"l,w,l,w,w,w,w,w",8,18,24,51,0,0,0.750,0.708,"Doyama Mk VII,Wuturn v18.96,Doruta,Humia,Juzuno v16.41,Ienov,Ferilia,Yayama"
#0022,Yocarro Mk XLVII,"l,l,w,w,l,w,l,w",8,12,24,33,0,0,0.500,0.458,"Totera,Durus v12.47,Later,Huthea,Julea,Qewei,Iapra,Ioliv"
#0002,Nonia,"l,l,w,w,w,l,l,w",8,12,24,42,0,0,0.500,0.583,"Nuthea,Ronope Mk LXVIII,Henerth Mk VIII,Wuwei v12.30,Pucury v46.28,Haruta Mk XLIX,Ronus v28.11,Halea v22.63"
#0035,Haruta Mk XLIX,"w,w,l,w,l,w,w,w",8,18,24,51,0,0,0.750,0.708,"Peter,Zoclite,Juter Mk LXVII,Lanus,Totera,Nonia,Wonus,Tuvis"
#0132,Vetania,"l,l,w,w,w,l,l,l",8,9,24,27,0,0,0.375,0.375,"Nalea v36.5,Fatera,Jeliv,Potera,Sugantu,Qaturn,Soter v3.44,Nostea"
#0111,Herilia v14.82,"w,l,w,l,w,w,l,w",8,15,24,39,0,0,0.625,0.542,"Ioliv,Fanov v33.40,Toliv v6.73,Hunus v28.9,Nostea,Vathea,Iavis v40.72,Iapra"
#0069,Bonope,"l,w,l,l,l,w,w,l",8,9,24,27,0,0,0.375,0.375,"Tenia,Jeliv,Iapra,Tonides,Yestea,Purilia Mk XXXV,Nutera,Konus Mk LVIII"
#0052,Qustea,"l,w,l,w,l,l,l,l",8,6,24,18,0,0,0.330,0.330,"Peturn,Sugantu,Ronope Mk LXVIII,Pucarro,Ronus v28.11,Wuter Mk XVII,Suria Mk XCVII,Nutera"
#0004,Pecury,"l,l,l,w,l,l,l,l",8,3,24,12,0,0,0.330,0.330,"Wuter Mk XVII,Yonia,Monus,Xaturn,Manope Mk XXXVII,Megantu,Vophus,Quphus"
#0128,Xetune,"w,w,w,w,l,w,w,w,w,l",10,24,30,66,0,0,0.800,0.733,"Qunus,Petania Mk LXXXVII,Cuvis,Juter Mk LXVII,Doruta,Senus Mk XLIX,Danov,Totera,Danov,Doruta"
#0084,Iuzuno,"l,w,l,w,l,l,l,w",8,9,24,30,0,0,0.375,0.417,"Qater,Peter,Nanov,Halea v22.63,Vathea,Guthea,Lacarro,Fabos"
#0068,Fucury,"l,l,w,w,l,l,l,l",8,6,24,27,0,0,0.330,0.375,"Quwei,Ronus v28.11,Quphus,Sophus,Ferilia,Muhiri v31.23,Wehines Mk L,Potera"
#0055,Sulara v35.90,"w,w,w,l,l,w,w,w",8,18,24,57,0,0,0.750,0.792,"Wonus,Cotania,Nostea,Fanov v33.40,Felea,Jenides,Dutune,Xunus Mk XII"
#0094,Monus,"l,l,w,w,w,w,w,l",8,15,24,45,0,0,0.625,0.625,"Wahiri Mk LXXIV,Vucarro v33.11,Pecury,Lethea Mk XCVII,Dayama,Juter Mk LXVII,Julea,Doruta"
#0086,Peturn,"w,l,l,l,l,w,l,l",8,6,24,21,0,0,0.330,0.330,"Qustea,Wuter Mk XVII,Waria v41.6,Getis,Humia,Potera,Halea v22.63,Wuwei v12.30"
#0107,Danov,"w,w,w,w,w,l,l,w,l",9,18,27,45,0,0,0.667,0.556,"Fuwei,Sophus,Doyama Mk VII,Negantu,Iavis v40.72,Fanov v33.40,Xetune,Yolia v39.2,Xetune"
#0141,Quphus,"l,l,l,l,l,w,l,w",8,6,24,24,0,0,0.330,0.333,"Fupra,Xocury,Fucury,Qewei Mk XCV,Later,Xaturn,Fabos,Pecury"
#0007,Nostea,"w,w,l,l,l,w,l,w",8,12,24,30,0,0,0.500,0.417,"Humia,Quwei,Sulara v35.90,Ienov,Herilia v14.82,Huthea,Ronope Mk LXVIII,Vetania"
#0047,Futis,"l,l,w,l,w,l,l,w",8,9,24,27,0,0,0.375,0.375,"Ianov,Soter v3.44,Dovis v46.22,Julea,Peter,Wuturn v18.96,Tonides,Jeliv"
#0139,Konus Mk LVIII,"l,w,l,w,l,w,l,w",8,12,24,24,0,0,0.500,0.333,"Yestea,Halea v22.63,Vucarro v33.11,Iunus v35.24,Dutune,Getis,Yonia,Bonope"
#0122,Wanope,"w,w,w,w,w,l,l,w,l",9,18,27,51,0,0,0.667,0.630,"Nutera,Qater,Totera,Keclite,Decarro,Huyama,Ianov,Senus Mk XLIX,Fanov v33.40"
#0080,Fuwei,"l,w,w,w,l,l,w,w",8,15,24,54,0,0,0.625,0.750,"Danov,Selia,Zoclite,Muhiri v31.23,Keclite,Secarro,Manope Mk XXXVII,Qaturn"
#0032,Later,"l,l,l,l,w,l,w,w",8,9,24,36,0,0,0.375,0.500,"Decarro,Cethea,Yocarro Mk XLVII,Purilia Mk XXXV,Quphus,Zoclite,Henerth Mk VIII,Megantu"
#0039,Cuvis,"w,w,l,l,w,w,l,l",8,12,24,33,0,0,0.500,0.458,"Vophus,Buwei,Xetune,Xotune v29.73,Muhiri v31.23,Zuter,Juter Mk LXVII,Selea"
#0129,Peter,"l,l,l,w,l,w,w,w",8,12,24,36,0,0,0.500,0.500,"Haruta Mk XLIX,Iuzuno,Huthea,Henerth Mk VIII,Futis,Qunus,Selia,Humia"
#0021,Selea,"l,w,w,w,l,w,l,w",8,15,24,45,0,0,0.625,0.625,"Tewei v11.69,Purilia Mk XXXV,Cethea,Gohiri,Tuvis,Foter,Xotune v29.73,Cuvis"
#0001,Gaphus,"w,w,l,w,w,l,l,w",8,15,24,42,0,0,0.625,0.583,"Wehines Mk L,Rugawa,Huyama,Foter,Vucarro v33.11,Keclite,Tewei v11.69,Gohiri"
#0138,Bowei,"l,w,l,w,w,l,l,w",8,12,24,39,0,0,0.500,0.542,"Tubos,Xaturn,Hunus v28.9,Toliv v6.73,Soria,Yenus,Honov,Zoclite"
#0060,Tonides,"l,l,l,w,w,l,w,w",8,12,24,36,0,0,0.500,0.500,"Turilia v28.53,Toliv v6.73,Julea,Bonope,Megantu,Yonia,Futis,Buwei"
#0043,Dayama,"w,l,w,l,l,w,l,w",8,12,24,39,0,0,0.500,0.542,"Wunus,Doyama Mk VII,Pucury v46.28,Ronope Mk LXVIII,Monus,Suria Mk XCVII,Matania,Zuter"
#0013,Tewei v11.69,"w,w,w,l,l,w,w,w,w,l",10,21,30,57,0,0,0.700,0.633,"Selea,Lethea Mk XCVII,Soria,Ianov,Negantu,Matania,Gaphus,Keclite,Petania Mk LXXXVII,Ianov"
#0012,Yutera Mk LXXXIV,"w,l,l,l,w,l,l,l",8,6,24,18,0,0,0.330,0.330,"Dovis v46.22,Juzuno v16.41,Dutune,Pucury v46.28,Wehines Mk L,Nalea v36.5,Rozuno,Iunus v35.24"
#0062,Nanov,"l,w,w,l,w,l,l,w",8,12,24,42,0,0,0.500,0.583,"Zostea,Julea,Iuzuno,Logawa,Yutania,Gohiri,Turilia v28.53,Tubos"
#0104,Nutera,"l,l,w,w,l,l,l,w",8,9,24,24,0,0,0.375,0.333,"Wanope,Yutania,Purilia Mk XXXV,Megantu,Wonus,Ioliv,Bonope,Qustea"
#0115,Lethea Mk XCVII,"w,l,l,l,l,w,l,l",8,6,24,21,0,0,0.330,0.330,"Xulia,Tewei v11.69,Soter v3.44,Monus,Yonia,Tepra,Pucury v46.28,Yestea"
#0016,Purilia Mk XXXV,"l,l,l,w,l,l,w,w",8,9,24,33,0,0,0.375,0.458,"Foter,Selea,Nutera,Later,Qunus,Bonope,Dovis v46.22,Selia"
#0098,Suria Mk XCVII,"l,l,w,l,w,l,w,w",8,12,24,39,0,0,0.500,0.542,"Yolia v39.2,Xulia,Vophus,Buwei,Tepra,Dayama,Qustea,Wunus"
#0092,Yestea,"w,l,l,l,w,l,l,w",8,9,24,27,0,0,0.375,0.375,"Konus Mk LVIII,Foter,Wonus,Jolea,Bonope,Manope Mk XXXVII,Guthea,Lethea Mk XCVII"
#0125,Soter v3.44,"l,w,w,l,w,l,w,w",8,15,24,51,0,0,0.625,0.708,"Muhiri v31.23,Futis,Lethea Mk XCVII,Waria v41.6,Getis,Julea,Vetania,Wehines Mk L"
#0005,Cotania,"w,l,l,l,l,l,l,w",8,6,24,15,0,0,0.330,0.330,"Xocury,Sulara v35.90,Jatania,Zostea,Foter,Selia,Potera,Xaturn"
#0119,Xunus Mk XII,"w,l,w,w,w,w,l,l",8,15,24,45,0,0,0.625,0.625,"Qewei,Tenia,Yutania,Qalea,Hunus v28.9,Iavis v40.72,Totera,Sulara v35.90"
#0135,Durus v12.47,"l,w,w,w,w,l,l,w",8,15,24,39,0,0,0.625,0.542,"Senus Mk XLIX,Yocarro Mk XLVII,Potera,Iapra,Honov,Nuthea,Yayama,Wahiri Mk LXXIV"
#0027,Yutania,"l,w,l,w,l,w,w,l",8,12,24,39,0,0,0.500,0.542,"Petania Mk LXXXVII,Nutera,Xunus Mk XII,Yonia,Nanov,Sugantu,Muhiri v31.23,Lanus"
#0046,Henerth Mk VIII,"l,l,l,l,w,l,l,w",8,6,24,21,0,0,0.330,0.330,"Kunope,Qewei,Nonia,Peter,Vophus,Cethea,Later,Dovis v46.22"
#0095,Rugawa,"w,l,w,w,w,w,l,w,l",9,18,27,60,0,0,0.667,0.741,"Doruta,Gaphus,Tubos,Wahiri Mk LXXIV,Tetune,Doyama Mk VII,Petania Mk LXXXVII,Xotune v29.73,Negantu"
#0063,Logawa,"w,w,l,w,l,w,l,w",8,15,24,39,0,0,0.625,0.542,"Wuturn v18.96,Zuter,Nuthea,Nanov,Tenia,Honov,Doyama Mk VII,Toliv v6.73"
#0075,Jenides,"w,w,l,l,w,l,l,w",8,12,24,30,0,0,0.500,0.417,"Toliv v6.73,Guthea,Zostea,Yolia v39.2,Qewei,Sulara v35.90,Wahiri Mk LXXIV,Rozuno"
#0042,Potera,"w,l,l,l,l,l,w,w",8,9,24,24,0,0,0.375,0.333,"Jeliv,Turilia v28.53,Durus v12.47,Vetania,Tubos,Peturn,Cotania,Fucury"
#0101,Fabos,"l,l,l,l,w,l,w,l",8,6,24,24,0,0,0.330,0.333,"Guthea,Nehiri,Manope Mk XXXVII,Jeliv,Futer,Halea v22.63,Quphus,Iuzuno"
#0065,Huthea,"l,l,w,l,w,l,l,w",8,9,24,33,0,0,0.375,0.458,"Felea,Doruta,Peter,Yocarro Mk XLVII,Wuwei v12.30,Nostea,Wunus,Xulia"
#0147,Totera,"w,w,l,w,w,w,w,l,l",9,18,27,57,0,0,0.667,0.704,"Yocarro Mk XLVII,Getis,Wanope,Wuter Mk XVII,Haruta Mk XLIX,Kunope,Xunus Mk XII,Xetune,Felea"
#0137,Juzuno v16.41,"w,w,l,l,l,w,w,w",8,15,24,48,0,0,0.625,0.667,"Vathea,Yutera Mk LXXXIV,Senus Mk XLIX,Tuvis,Funerth,Lacarro,Pucarro,Vucarro v33.11"
#0105,Nalea v36.5,"w,l,l,w,l,w,w,w",8,15,24,39,0,0,0.625,0.542,"Vetania,Soria,Fatera,Manope Mk XXXVII,Lanus,Yutera Mk LXXXIV,Zoclite,Foter"
#0140,Jeliv,"l,l,l,w,w,l,l,l",8,6,24,18,0,0,0.330,0.330,"Potera,Bonope,Vetania,Fabos,Rozuno,Wanus v30.81,Qewei,Futis"
#0051,Xaturn,"l,l,l,l,l,l,l,l",8,0,24,0,0,0,0.330,0.330,"Wustea Mk LXXXVI,Bowei,Sugantu,Pecury,Relia v12.42,Quphus,Futer,Cotania"
#0103,Xotune v29.73,"w,l,w,w,w,l,w,l",8,15,24,36,0,0,0.625,0.500,"Ronus v28.11,Felea,Jolea,Cuvis,Fatera,Ianov,Selea,Rugawa"
#0026,Jolea,"l,w,l,w,l,w,l,w",8,12,24,27,0,0,0.500,0.375,"Negantu,Qewei Mk XCV,Xotune v29.73,Yestea,Secarro,Pucury v46.28,Qater,Relia v12.42"
#0072,Xulia,"l,w,l,l,l,w,l,l",8,6,24,21,0,0,0.330,0.330,"Lethea Mk XCVII,Suria Mk XCVII,Petania Mk LXXXVII,Ioliv,Qewei Mk XCV,Dovis v46.22,Buwei,Huthea"
#0024,Wehines Mk L,"l,l,l,w,l,w,w,l",8,9,24,27,0,0,0.375,0.375,"Gaphus,Jatania,Halea v22.63,Qunus,Yutera Mk LXXXIV,Nehiri,Fucury,Soter v3.44"
#0117,Cethea,"l,w,l,l,l,w,w,l",8,9,24,36,0,0,0.375,0.500,"Iapra,Later,Selea,Zoclite,Wuturn v18.96,Henerth Mk VIII,Sophus,Soria"
#0112,Matania,"l,l,w,w,w,l,w,w",8,15,24,36,0,0,0.625,0.500,"Huyama,Pucury v46.28,Wuturn v18.96,Tubos,Wuter Mk XVII,Tewei v11.69,Dayama,Ronus v28.11"
#0034,Pucury v46.28,"l,w,l,w,l,l,w,l",8,9,24,27,0,0,0.375,0.375,"Yayama,Matania,Dayama,Yutera Mk LXXXIV,Nonia,Jolea,Lethea Mk XCVII,Muhiri v31.23"
#0077,Vucarro v33.11,"l,w,w,w,l,w,l,l",8,12,24,33,0,0,0.500,0.458,"Qalea,Monus,Konus Mk LVIII,Dutune,Gaphus,Iapra,Yolia v39.2,Juzuno v16.41"
#0019,Iavis v40.72,"w,w,w,w,l,l,w,l",8,15,24,51,0,0,0.625,0.708,"Wuwei v12.30,Secarro,Foter,Nuthea,Danov,Xunus Mk XII,Herilia v14.82,Petania Mk LXXXVII"
#0083,Hunus v28.9,"w,l,w,w,l,l,w,l",8,12,24,30,0,0,0.500,0.417,"Honov,Qaturn,Bowei,Herilia v14.82,Xunus Mk XII,Yayama,Ienov,Yenus"
