number,squadron,wld,matches,matchPoints,games,gamePoints,initialByes,byes,matchWinPercentageMTG,gameWinPercentage,opponents
#0040,Wuter Mk XVII,"l,w,l,l,w,l,w",7,9,21,30,0,0,0.429,0.476,"Tonides,Futis,Lanus,Vucarro v33.11,Megantu,Jenides,Nostea"
#0070,Qunus,"l,w,w,l,l,l,l",7,6,21,18,0,0,0.330,0.330,"Zuter,Potera,Ioliv,Fuwei,Tenia,Julea,Monus"
#0044,Wunus,"w,l,l,w,l,l,w",7,9,21,30,0,0,0.429,0.476,"Vucarro v33.11,Wahiri Mk LXXIV,Qaturn,Iuzuno,Tepra,Selea,Nehiri"
#0035,Haruta Mk XLIX,"w,w,w,w,l,l,w,l",8,15,24,48,0,0,0.625,0.667,"Halea v22.63,Qewei Mk XCV,Jatania,Keclite,Huyama,Gaphus,Qalea,Sulara v35.90"
#0101,Fabos,"w,l,l,l,l,l,w",7,6,21,27,0,0,0.330,0.429,"Suria Mk XCVII,Monus,Manope Mk XXXVII,Rozuno,Jolea,Bonope,Dovis v46.22"
#0110,Keclite,"w,w,w,l,w,w,w,l",8,18,24,45,0,0,0.750,0.625,"Nutera,Tepra,Qalea,Haruta Mk XLIX,Nonia,Yenus,Gaphus,Huyama"
#0065,Huthea,"w,l,l,w,w,l,w",7,12,21,39,0,0,0.571,0.619,"Bonope,Danov,Dutune,Jolea,Vucarro v33.11,Jatania,Rozuno"
#0099,Vathea,"l,w,w,l,w,l,w",7,12,21,39,0,0,0.571,0.619,"Guthea,Relia v12.42,Vophus,Ferilia,Jenides,Herilia v14.82,Secarro"
#0037,Decarro,"w,l,w,w,w,l,l",7,12,21,33,0,0,0.571,0.524,"Ienov,Iavis v40.72,Tepra,Gohiri,Guthea,Rugawa,Ronus v28.11"
#0031,Ianov,"w,l,w,w,w,w,w,l",8,18,24,57,0,0,0.750,0.792,"Fuwei,Rugawa,Wuwei v12.30,Hunus v28.9,Ferilia,Zostea,Wahiri Mk LXXIV,Danov"
#0050,Dovis v46.22,"l,l,l,l,l,l",7,3,20,9,0,1,0.330,0.330,"Doyama Mk VII,Fuwei,Toliv v6.73,Iapra,Yutania,Fabos"
#0087,Doyama Mk VII,"w,w,l,w,w,w,l,l",8,15,24,36,0,0,0.625,0.500,"Dovis v46.22,Yayama,Huyama,Petania Mk LXXXVII,Yocarro Mk XLVII,Wonus,Fuwei,Tewei v11.69"
#0106,Jatania,"w,w,l,w,l,w,l",7,12,21,33,0,0,0.571,0.524,"Lacarro,Getis,Haruta Mk XLIX,Later,Rugawa,Huthea,Dutune"
#0005,Cotania,"l,l,w,l,l,l,w",7,6,21,21,0,0,0.330,0.333,"Nanov,Nehiri,Yutera Mk LXXXIV,Tepra,Wehines Mk L,Fucury,Megantu"
#0080,Fuwei,"l,w,w,w,w,w,w,l",8,18,24,45,0,0,0.750,0.625,"Ianov,Dovis v46.22,Qater,Qunus,Honov,Sulara v35.90,Doyama Mk VII,Wustea Mk LXXXVI"
#0098,Suria Mk XCVII,"l,w,w,l,l,l,l",7,6,21,24,0,0,0.330,0.381,"Fabos,Wehines Mk L,Yestea,Yocarro Mk XLVII,Turilia v28.53,Later,Relia v12.42"
#0009,Relia v12.42,"l,l,l,w,l,w",7,9,20,27,0,1,0.429,0.450,"Nalea v36.5,Vathea,Tonides,Peturn,Vophus,Suria Mk XCVII"
#0043,Dayama,"l,w,l,w,l,l,w",7,9,21,30,0,0,0.429,0.476,"Wonus,Julea,Nonia,Getis,Monus,Jolea,Pecury"
#0041,Toliv v6.73,"l,l,w,l,w,l,w",7,9,21,24,0,0,0.429,0.381,"Yestea,Zoclite,Dovis v46.22,Ioliv,Fucury,Iapra,Bonope"
#0039,Cuvis,"w,l,w,l,l,w,w",7,12,21,36,0,0,0.571,0.571,"Humia,Tenia,Qewei Mk XCV,Lanus,Wuturn v18.96,Nehiri,Sophus"
#0071,Secarro,"w,l,l,w,l,w,l",7,9,21,36,0,0,0.429,0.571,"Xocury,Logawa,Honov,Nostea,Ioliv,Qewei,Vathea"
#0086,Peturn,"l,l,w,l,l,l,w",7,6,21,30,0,0,0.330,0.476,"Gohiri,Yutania,Fucury,Yestea,Relia v12.42,Xocury,Xaturn"
#0007,Nostea,"l,l,w,l,w,l,l",7,6,21,18,0,0,0.330,0.330,"Iavis v40.72,Halea v22.63,Sophus,Secarro,Futer,Yestea,Wuter Mk XVII"
#0066,Ferilia,"w,l,w,w,l,w,l",7,12,21,33,0,0,0.571,0.524,"Yutania,Ronus v28.11,Rozuno,Vathea,Ianov,Ioliv,Lanus"
#0092,Yestea,"w,l,l,w,l,w,l",7,9,21,21,0,0,0.429,0.333,"Toliv v6.73,Wonus,Suria Mk XCVII,Peturn,Gohiri,Nostea,Nalea v36.5"
#0052,Qustea,"w,l,w,w,l,l,l",7,9,21,24,0,0,0.429,0.381,"Futis,Qalea,Nehiri,Zoclite,Gaphus,Qater,Nonia"
#0095,Rugawa,"w,w,l,w,w,w,l,w,l",9,18,27,54,0,0,0.667,0.667,"Wehines Mk L,Ianov,Tewei v11.69,Monus,Jatania,Decarro,Danov,Funerth,Iavis v40.72"
#0109,Ioliv,"l,w,l,w,w,l,w",7,12,21,36,0,0,0.571,0.571,"Huyama,Megantu,Qunus,Toliv v6.73,Secarro,Ferilia,Iapra"
#0051,Xaturn,"l,l,l,l,l,l",7,3,20,9,0,1,0.330,0.330,"Logawa,Later,Potera,Fucury,Lacarro,Peturn"
#0075,Jenides,"w,w,l,l,l,w,w",7,12,21,30,0,0,0.571,0.476,"Xulia,Yocarro Mk XLVII,Guthea,Gaphus,Vathea,Wuter Mk XVII,Logawa"
#0094,Monus,"w,w,l,l,w,l,w",7,12,21,39,0,0,0.571,0.619,"Yenus,Fabos,Iavis v40.72,Rugawa,Dayama,Petania Mk LXXXVII,Qunus"
#0028,Senus Mk XLIX,"w,w,w,l,w,l,l",7,12,21,36,0,0,0.571,0.571,"Later,Honov,Gohiri,Wustea Mk LXXXVI,Wonus,Danov,Iavis v40.72"
#0100,Turilia v28.53,"l,w,l,w,w,l,w",7,12,21,39,0,0,0.571,0.619,"Selea,Futer,Zuter,Nutera,Suria Mk XCVII,Dutune,Guthea"
#0096,Funerth,"w,w,w,w,l,w,w,l",8,18,24,51,0,0,0.750,0.708,"Pucury v46.28,Gaphus,Ronus v28.11,Guthea,Wahiri Mk LXXIV,Iavis v40.72,Tewei v11.69,Rugawa"
#0104,Nutera,"l,w,l,l,l,w,w",7,9,21,21,0,0,0.429,0.333,"Keclite,Yutera Mk LXXXIV,Herilia v14.82,Turilia v28.53,Nehiri,Futer,Purilia Mk XXXV"
#0081,Wustea Mk LXXXVI,"w,w,w,w,w,w,l,w,w,w,l",11,27,33,72,0,0,0.818,0.727,"Dutune,Buwei,Logawa,Senus Mk XLIX,Sulara v35.90,Tewei v11.69,Huyama,Fuwei,Ronus v28.11,Sulara v35.90,Huyama"
#0045,Futer,"l,l,l,w,l,l,l",7,3,21,12,0,0,0.330,0.330,"Qalea,Turilia v28.53,Iuzuno,Yutera Mk LXXXIV,Nostea,Nutera,Qewei Mk XCV"
#0013,Tewei v11.69,"w,w,w,w,w,l,l,w,l",9,18,27,57,0,0,0.667,0.704,"Selia,Herilia v14.82,Rugawa,Zostea,Nalea v36.5,Wustea Mk LXXXVI,Funerth,Doyama Mk VII,Sulara v35.90"
#0023,Manope Mk XXXVII,"w,l,w,l,w,l,l",7,9,21,24,0,0,0.429,0.381,"Iuzuno,Nanov,Fabos,Nonia,Wuwei v12.30,Zoclite,Wonus"
#0027,Yutania,"l,w,l,l,l,w,w",7,9,21,36,0,0,0.429,0.571,"Ferilia,Peturn,Zoclite,Qater,Vophus,Dovis v46.22,Wuwei v12.30"
#0053,Zostea,"w,w,w,l,w,l,w",7,15,21,36,0,0,0.714,0.571,"Julea,Tonides,Wonus,Tewei v11.69,Yayama,Ianov,Zuter"
#0012,Yutera Mk LXXXIV,"l,l,l,l,w,l",7,6,20,21,0,1,0.330,0.350,"Wahiri Mk LXXIV,Nutera,Cotania,Futer,Megantu,Tonides"
#0011,Wuwei v12.30,"l,w,l,w,l,l,l",7,6,21,21,0,0,0.330,0.333,"Buwei,Iuzuno,Ianov,Potera,Manope Mk XXXVII,Rozuno,Yutania"
#0107,Danov,"w,w,l,w,w,w,w,w,l",9,21,27,54,0,0,0.778,0.667,"Pecury,Huthea,Nanov,Buwei,Qewei,Senus Mk XLIX,Rugawa,Ianov,Huyama"
#0024,Wehines Mk L,"l,l,w,w,w,l,l",7,9,21,36,0,0,0.429,0.571,"Rugawa,Suria Mk XCVII,Henerth Mk VIII,Xocury,Cotania,Qaturn,Tubos"
#0042,Potera,"l,l,w,l,l,w,w",7,9,21,21,0,0,0.429,0.333,"Sulara v35.90,Qunus,Xaturn,Wuwei v12.30,Iuzuno,Lacarro,Selia"
#0064,Zoclite,"l,w,w,l,w,w,l",7,12,21,39,0,0,0.571,0.619,"Jolea,Toliv v6.73,Yutania,Qustea,Later,Manope Mk XXXVII,Fupra"
#0047,Futis,"l,l,w,w,l,l,w",7,9,21,33,0,0,0.429,0.524,"Qustea,Wuter Mk XVII,Lacarro,Nehiri,Buwei,Sophus,Vucarro v33.11"
#0032,Later,"l,w,w,l,l,w,w",7,12,21,30,0,0,0.571,0.476,"Senus Mk XLIX,Xaturn,Qewei,Jatania,Zoclite,Suria Mk XCVII,Jolea"
#0018,Buwei,"w,l,w,l,w,w,l",7,12,21,36,0,0,0.571,0.571,"Wuwei v12.30,Wustea Mk LXXXVI,Xocury,Danov,Futis,Honov,Petania Mk LXXXVII"
#0059,Qewei,"l,w,l,w,l,l,w",7,9,21,27,0,0,0.429,0.429,"Petania Mk LXXXVII,Wuturn v18.96,Later,Foter,Danov,Secarro,Getis"
#0088,Julea,"l,l,w,w,l,w,w",7,12,21,42,0,0,0.571,0.667,"Zostea,Dayama,Humia,Iapra,Herilia v14.82,Qunus,Tepra"
#0069,Bonope,"l,w,l,l,l,w,l",7,6,21,12,0,0,0.330,0.330,"Huthea,Iapra,Gaphus,Ienov,Pucury v46.28,Fabos,Toliv v6.73"
#0082,Qaturn,"l,w,w,l,w,w,w",7,15,21,36,0,0,0.714,0.571,"Xotune v29.73,Pucury v46.28,Wunus,Yenus,Selea,Wehines Mk L,Gohiri"
#0072,Xulia,"l,l,l,l,l,l",7,3,20,12,0,1,0.330,0.330,"Jenides,Vophus,Purilia Mk XXXV,Humia,Henerth Mk VIII,Pucury v46.28"
#0003,Tubos,"l,w,w,l,l,w,w",7,12,21,33,0,0,0.571,0.524,"Yayama,Henerth Mk VIII,Pecury,Honov,Qater,Halea v22.63,Wehines Mk L"
#0022,Yocarro Mk XLVII,"w,l,w,w,l,l,l",7,9,21,36,0,0,0.429,0.571,"Megantu,Jenides,Getis,Suria Mk XCVII,Doyama Mk VII,Zuter,Wuturn v18.96"
#0038,Selia,"l,l,l,w,l,w,l",7,6,21,24,0,0,0.330,0.381,"Tewei v11.69,Pecury,Iapra,Lacarro,Foter,Henerth Mk VIII,Potera"
#0062,Nanov,"w,w,w,l,w,l,w",7,15,21,39,0,0,0.714,0.619,"Cotania,Manope Mk XXXVII,Danov,Sulara v35.90,Fupra,Qalea,Ienov"
#0077,Vucarro v33.11,"l,w,l,w,l,l,l",7,6,21,27,0,0,0.330,0.429,"Wunus,Fucury,Yenus,Wuter Mk XVII,Huthea,Humia,Futis"
#0017,Wonus,"w,w,l,w,l,l,w",7,12,21,36,0,0,0.571,0.571,"Dayama,Yestea,Zostea,Logawa,Senus Mk XLIX,Doyama Mk VII,Manope Mk XXXVII"
#0014,Qewei Mk XCV,"w,l,l,l,l,l,w",7,6,21,24,0,0,0.330,0.381,"Henerth Mk VIII,Haruta Mk XLIX,Cuvis,Wuturn v18.96,Humia,Getis,Futer"
#0006,Sophus,"l,l,l,w,w,w,l",7,9,21,27,0,0,0.429,0.429,"Qater,Ienov,Nostea,Henerth Mk VIII,Getis,Futis,Cuvis"
#0036,Tenia,"w,w,l,l,w,l,w",7,12,21,36,0,0,0.571,0.571,"Vophus,Cuvis,Wahiri Mk LXXIV,Zuter,Qunus,Hunus v28.9,Iuzuno"
#0108,Getis,"w,l,l,l,l,w,l",7,6,21,21,0,0,0.330,0.333,"Nehiri,Jatania,Yocarro Mk XLVII,Dayama,Sophus,Qewei Mk XCV,Qewei"
#0015,Honov,"w,l,w,w,l,l,w",7,12,21,36,0,0,0.571,0.571,"Wuturn v18.96,Senus Mk XLIX,Secarro,Tubos,Fuwei,Buwei,Foter"
#0068,Fucury,"l,l,l,w,l,w,l",7,6,21,21,0,0,0.330,0.333,"Herilia v14.82,Vucarro v33.11,Peturn,Xaturn,Toliv v6.73,Cotania,Pucury v46.28"
#0102,Huyama,"w,w,w,w,w,w,w,w,w,w,w",11,33,33,90,0,0,1.00,0.909,"Ioliv,Fupra,Doyama Mk VII,Iavis v40.72,Haruta Mk XLIX,Wahiri Mk LXXIV,Wustea Mk LXXXVI,Keclite,Danov,Iavis v40.72,Wustea Mk LXXXVI"
#0063,Logawa,"w,w,l,l,l,w,l",7,9,21,33,0,0,0.429,0.524,"Xaturn,Secarro,Wustea Mk LXXXVI,Wonus,Petania Mk LXXXVII,Pecury,Jenides"
#0008,Tepra,"w,l,l,w,w,l,l",7,9,21,27,0,0,0.429,0.429,"Foter,Keclite,Decarro,Cotania,Wunus,Lanus,Julea"
#0079,Dutune,"l,w,w,l,w,w,w",7,15,21,42,0,0,0.714,0.667,"Wustea Mk LXXXVI,Lacarro,Huthea,Fupra,Halea v22.63,Turilia v28.53,Jatania"
#0046,Henerth Mk VIII,"l,l,l,l,w,l,w",7,6,21,15,0,0,0.330,0.330,"Qewei Mk XCV,Tubos,Wehines Mk L,Sophus,Xulia,Selia,Lacarro"
#0067,Rozuno,"w,l,l,w,l,w,l",7,9,21,21,0,0,0.429,0.333,"Purilia Mk XXXV,Sulara v35.90,Ferilia,Fabos,Xotune v29.73,Wuwei v12.30,Huthea"
#0055,Sulara v35.90,"w,w,w,w,l,l,w,w,w,l",10,21,30,63,0,0,0.700,0.700,"Potera,Rozuno,Petania Mk LXXXVII,Nanov,Wustea Mk LXXXVI,Fuwei,Yayama,Haruta Mk XLIX,Tewei v11.69,Wustea Mk LXXXVI"
#0004,Pecury,"l,w,l,w,l,l,l",7,6,21,18,0,0,0.330,0.330,"Danov,Selia,Tubos,Vophus,Ienov,Logawa,Dayama"
#0085,Fupra,"w,l,w,w,l,w,w,l",8,15,24,45,0,0,0.625,0.625,"Hunus v28.9,Huyama,Jolea,Dutune,Nanov,Nonia,Zoclite,Ronus v28.11"
#0078,Zuter,"w,l,w,w,l,w,l",7,12,21,27,0,0,0.571,0.429,"Qunus,Guthea,Turilia v28.53,Tenia,Qalea,Yocarro Mk XLVII,Zostea"
#0093,Megantu,"l,l,l,w,l,l,l",7,3,21,18,0,0,0.330,0.330,"Yocarro Mk XLVII,Ioliv,Wuturn v18.96,Pucury v46.28,Wuter Mk XVII,Yutera Mk LXXXIV,Cotania"
#0026,Jolea,"w,l,l,l,w,w,l",7,9,21,24,0,0,0.429,0.381,"Zoclite,Gohiri,Fupra,Huthea,Fabos,Dayama,Later"
#0091,Qalea,"w,w,l,w,w,w,l",7,15,21,45,0,0,0.714,0.714,"Futer,Qustea,Keclite,Herilia v14.82,Zuter,Nanov,Haruta Mk XLIX"
#0076,Qater,"w,l,l,w,w,w,l",7,12,21,42,0,0,0.571,0.667,"Sophus,Xotune v29.73,Fuwei,Yutania,Tubos,Qustea,Hunus v28.9"
#0016,Purilia Mk XXXV,"l,l,w,l,w,l,l",7,6,21,24,0,0,0.330,0.381,"Rozuno,Hunus v28.9,Xulia,Halea v22.63,Xocury,Foter,Nutera"
#0073,Vophus,"l,w,l,l,w,w,l",7,9,21,24,0,0,0.429,0.381,"Tenia,Xulia,Vathea,Pecury,Yutania,Relia v12.42,Xotune v29.73"
#0058,Guthea,"w,w,w,l,l,l,l",7,9,21,30,0,0,0.429,0.476,"Vathea,Zuter,Jenides,Funerth,Decarro,Yayama,Turilia v28.53"
#0021,Selea,"w,l,w,l,l,w,w",7,12,21,33,0,0,0.571,0.524,"Turilia v28.53,Nalea v36.5,Tonides,Yayama,Qaturn,Wunus,Humia"
#0002,Nonia,"l,w,w,l,l,w",7,12,20,30,0,1,0.571,0.500,"Petania Mk LXXXVII,Dayama,Manope Mk XXXVII,Keclite,Fupra,Qustea"
#0019,Iavis v40.72,"w,w,w,l,w,l,w,w,w,l",10,21,30,51,0,0,0.700,0.567,"Nostea,Decarro,Monus,Huyama,Ronus v28.11,Funerth,Senus Mk XLIX,Wahiri Mk LXXIV,Rugawa,Huyama"
