number,squadron,wld,matches,matchPoints,games,gamePoints,initialByes,byes,matchWinPercentageMTG,gameWinPercentage,opponents
#0003,Tubos,"l,w,w,l,l,w,l",7,9,21,30,0,0,0.429,0.476,"Haruta Mk XLIX,Potera,Sophus,Ronus v28.11,Huthea,Suria Mk XCVII,Qater"
#0021,Selea,"w,w,l,w,l,w,w",7,15,21,36,0,0,0.714,0.571,"Decarro,Guthea,Sulara v35.90,Zostea,Negantu,Yutania,Fupra"
#0118,Pucarro,"w,w,l,l,w,w,l",7,12,21,33,0,0,0.571,0.524,"Ienov,Ronus v28.11,Iavis v40.72,Qalea,Cotania,Huthea,Hunus v28.9"
#0093,Megantu,"l,l,l,l,w,w,l",7,6,21,21,0,0,0.330,0.333,"Doyama Mk VII,Rozuno,Huthea,Xocury,Xaturn,Fucury,Sophus"
#0041,Toliv v6.73,"l,w,w,w,l,l,l",7,9,21,27,0,0,0.429,0.429,"Nonia,Ienov,Tonides,Cotania,Wahiri Mk LXXIV,Decarro,Tepra"
#0077,Vucarro v33.11,"w,l,l,w,l,w,l",7,9,21,27,0,0,0.429,0.429,"Julea,Rugawa,Cethea,Purilia Mk XXXV,Jatania,Qewei Mk XCV,Danov"
#0100,Turilia v28.53,"w,w,l,l,w,l,l",7,9,21,24,0,0,0.429,0.381,"Sophus,Jatania,Qaturn,Ianov,Ferilia,Dutune,Gohiri"
#0104,Nutera,"l,w,l,l,l,w,w",7,9,21,21,0,0,0.429,0.333,"Jatania,Peturn,Waria v41.6,Tenia,Later,Purilia Mk XXXV,Iapra"
#0033,Lacarro,"w,l,l,l,l,w,l",7,6,21,18,0,0,0.330,0.330,"Xocury,Xunus Mk XII,Pucury v46.28,Tonides,Henerth Mk VIII,Selia,Wuter Mk XVII"
#0089,Lanus,"l,w,w,l,w,l,l",7,9,21,24,0,0,0.429,0.381,"Wustea Mk LXXXVI,Wuwei v12.30,Vophus,Nanov,Tepra,Nonia,Yocarro Mk XLVII"
#0117,Cethea,"l,w,w,l,l,l,w",7,9,21,27,0,0,0.429,0.429,"Tenia,Later,Vucarro v33.11,Honov,Zoclite,Foter,Futis"
#0008,Tepra,"l,w,l,w,l,w,w",7,12,21,30,0,0,0.571,0.476,"Monus,Humia,Vathea,Wuter Mk XVII,Lanus,Tonides,Toliv v6.73"
#0109,Ioliv,"w,l,w,w,w,l,l",7,12,21,27,0,0,0.571,0.429,"Yestea,Xotune v29.73,Tenia,Pucury v46.28,Honov,Ronus v28.11,Ianov"
#0097,Foter,"l,w,l,w,l,w,l",7,9,21,30,0,0,0.429,0.476,"Qaturn,Qustea,Zuter,Rozuno,Yayama,Cethea,Dayama"
#0080,Fuwei,"l,w,l,w,w,l,w",7,12,21,45,0,0,0.571,0.714,"Xunus Mk XII,Buwei,Decarro,Jenides,Qustea,Kunope,Huthea"
#0113,Kunope,"w,l,w,l,w,w,w,l",8,15,24,36,0,0,0.625,0.500,"Fucury,Yenus,Zoclite,Wahiri Mk LXXIV,Zostea,Fuwei,Wuturn v18.96,Sulara v35.90"
#0058,Guthea,"w,l,l,w,l,w,w",7,12,21,36,0,0,0.571,0.571,"Later,Selea,Jatania,Fabos,Wehines Mk L,Bonope,Ferilia"
#0072,Xulia,"l,l,l,l,w,l,l",7,3,21,12,0,0,0.330,0.330,"Ronus v28.11,Secarro,Henerth Mk VIII,Dovis v46.22,Futer,Manope Mk XXXVII,Peturn"
#0059,Qewei,"w,l,l,w,l,l,w",7,9,21,21,0,0,0.429,0.333,"Nehiri,Negantu,Keclite,Qunus,Logawa,Halea v22.63,Pucury v46.28"
#0017,Wonus,"w,l,w,w,w,l,w,l",8,15,24,39,0,0,0.625,0.542,"Funerth,Iavis v40.72,Danov,Jatania,Rugawa,Qaturn,Dutune,Petania Mk LXXXVII"
#0031,Ianov,"w,w,l,w,l,w,w",7,15,21,39,0,0,0.714,0.619,"Honov,Senus Mk XLIX,Huyama,Turilia v28.53,Fupra,Yayama,Ioliv"
#0010,Xocury,"l,l,l,w,l,w,l",7,6,21,24,0,0,0.330,0.381,"Lacarro,Wunus,Yestea,Megantu,Halea v22.63,Dovis v46.22,Potera"
#0075,Jenides,"l,w,l,l,w,w,w",7,12,21,36,0,0,0.571,0.571,"Xotune v29.73,Dovis v46.22,Julea,Fuwei,Selia,Rozuno,Nehiri"
#0101,Fabos,"w,l,l,l,l,l,l",7,3,21,18,0,0,0.330,0.330,"Pecury,Jolea,Cotania,Guthea,Sophus,Iuzuno,Selia"
#0070,Qunus,"l,w,l,l,w,l,l",7,6,21,24,0,0,0.330,0.381,"Iavis v40.72,Iapra,Senus Mk XLIX,Qewei,Dovis v46.22,Gohiri,Qustea"
#0067,Rozuno,"l,w,l,l,w,l,l",7,6,21,21,0,0,0.330,0.333,"Vathea,Megantu,Wuturn v18.96,Foter,Purilia Mk XXXV,Jenides,Relia v12.42"
#0084,Iuzuno,"w,l,l,l,l,w,w",7,9,21,30,0,0,0.429,0.476,"Xaturn,Vathea,Gaphus,Huthea,Wunus,Fabos,Bonope"
#0029,Nehiri,"l,l,w,w,l,w,l",7,9,21,24,0,0,0.429,0.381,"Qewei,Dayama,Xaturn,Futis,Matania,Qustea,Jenides"
#0107,Danov,"l,w,l,l,w,w,w",7,12,21,45,0,0,0.571,0.714,"Qalea,Selia,Wonus,Qater,Sugantu,Potera,Vucarro v33.11"
#0057,Ienov,"l,l,w,w,l,w,w",7,12,21,39,0,0,0.571,0.619,"Pucarro,Toliv v6.73,Relia v12.42,Vophus,Secarro,Cuvis,Vathea"
#0066,Ferilia,"l,l,w,w,l,w,l",7,9,21,30,0,0,0.429,0.476,"Halea v22.63,Zostea,Nalea v36.5,Later,Turilia v28.53,Buwei,Guthea"
#0094,Monus,"w,w,w,l,w,l,w,l",8,15,24,42,0,0,0.625,0.583,"Tepra,Nonia,Nostea,Huyama,Soria,Xotune v29.73,Gaphus,Keclite"
#0086,Peturn,"l,l,w,l,l,l,w",7,6,21,18,0,0,0.330,0.330,"Yayama,Nutera,Yutania,Zoclite,Futis,Nalea v36.5,Xulia"
#0020,Humia,"l,l,w,w,l,w,l",7,9,21,33,0,0,0.429,0.524,"Huyama,Tepra,Futer,Sophus,Gaphus,Henerth Mk VIII,Lethea Mk XCVII"
#0038,Selia,"l,l,l,w,l,l,w",7,6,21,27,0,0,0.330,0.429,"Cotania,Danov,Sugantu,Pecury,Jenides,Lacarro,Fabos"
#0007,Nostea,"w,w,l,l,w,l,l",7,9,21,30,0,0,0.429,0.476,"Suria Mk XCVII,Vophus,Monus,Wuturn v18.96,Yestea,Rugawa,Yayama"
#0111,Herilia v14.82,"w,w,l,l,w,w,l",7,12,21,36,0,0,0.571,0.571,"Iapra,Fupra,Wustea Mk LXXXVI,Xunus Mk XII,Bonope,Qater,Negantu"
#0054,Halea v22.63,"w,l,l,l,w,w,l",7,9,21,27,0,0,0.429,0.429,"Ferilia,Wustea Mk LXXXVI,Fupra,Cuvis,Xocury,Qewei,Matania"
#0092,Yestea,"l,l,w,w,l,l,l",7,6,21,15,0,0,0.330,0.330,"Ioliv,Waria v41.6,Xocury,Lethea Mk XCVII,Nostea,Wunus,Zuter"
#0024,Wehines Mk L,"l,l,w,w,w,l,w",7,12,21,36,0,0,0.571,0.571,"Senus Mk XLIX,Sophus,Fucury,Gohiri,Guthea,Zoclite,Henerth Mk VIII"
#0073,Vophus,"w,l,l,l,l,w,l",7,6,21,15,0,0,0.330,0.330,"Sugantu,Nostea,Lanus,Ienov,Suria Mk XCVII,Wuwei v12.30,Buwei"
#0116,Soria,"w,w,l,w,l,w,l",7,12,21,39,0,0,0.571,0.619,"Dovis v46.22,Tonides,Dutune,Waria v41.6,Monus,Matania,Xunus Mk XII"
#0121,Sugantu,"l,l,w,l,l,w,l",7,6,21,21,0,0,0.330,0.333,"Vophus,Keclite,Selia,Bonope,Danov,Yutera Mk LXXXIV,Suria Mk XCVII"
#0063,Logawa,"w,w,l,l,w,w,l",7,12,21,42,0,0,0.571,0.667,"Huthea,Gohiri,Haruta Mk XLIX,Negantu,Qewei,Secarro,Rugawa"
#0019,Iavis v40.72,"w,w,w,w,w,w,l,l",8,18,24,54,0,0,0.750,0.750,"Qunus,Wonus,Pucarro,Vathea,Yenus,Wustea Mk LXXXVI,Huyama,Yenus"
#0098,Suria Mk XCVII,"l,l,l,w,w,l,w",7,9,21,24,0,0,0.429,0.381,"Nostea,Doyama Mk VII,Futis,Wuwei v12.30,Vophus,Tubos,Sugantu"
#0081,Wustea Mk LXXXVI,"w,w,w,w,w,l,w,w,w,w,w",11,30,33,81,0,0,0.909,0.818,"Lanus,Halea v22.63,Herilia v14.82,Dutune,Tewei v11.69,Iavis v40.72,Qaturn,Negantu,Haruta Mk XLIX,Sulara v35.90,Huyama"
#0065,Huthea,"l,l,w,w,w,l,l",7,9,21,21,0,0,0.429,0.333,"Logawa,Funerth,Megantu,Iuzuno,Tubos,Pucarro,Fuwei"
#0023,Manope Mk XXXVII,"l,l,w,l,l,w,l",7,6,21,21,0,0,0.330,0.333,"Gohiri,Julea,Wuwei v12.30,Yutania,Wuter Mk XVII,Xulia,Nalea v36.5"
#0064,Zoclite,"w,l,l,w,w,w,w",7,15,21,42,0,0,0.714,0.667,"Zuter,Petania Mk LXXXVII,Kunope,Peturn,Cethea,Wehines Mk L,Tenia"
#0106,Jatania,"w,l,w,l,w,w,l",7,12,21,42,0,0,0.571,0.667,"Nutera,Turilia v28.53,Guthea,Wonus,Vucarro v33.11,Honov,Tewei v11.69"
#0012,Yutera Mk LXXXIV,"l,l,w,l,l,l,l",7,3,21,12,0,0,0.330,0.330,"Getis,Nanov,Pecury,Qustea,Lethea Mk XCVII,Sugantu,Fucury"
#0061,Wuturn v18.96,"l,w,w,w,l,w,l",7,12,21,39,0,0,0.571,0.619,"Qater,Futis,Rozuno,Nostea,Petania Mk LXXXVII,Wuter Mk XVII,Kunope"
#0114,Negantu,"w,w,l,w,w,l,w,l",8,15,24,42,0,0,0.625,0.583,"Qewei Mk XCV,Qewei,Wanope,Logawa,Selea,Petania Mk LXXXVII,Herilia v14.82,Wustea Mk LXXXVI"
#0030,Yenus,"w,w,w,w,l,w,w,w,l",9,21,27,60,0,0,0.778,0.741,"Gaphus,Kunope,Qalea,Hunus v28.9,Iavis v40.72,Sulara v35.90,Xotune v29.73,Iavis v40.72,Huyama"
#0082,Qaturn,"w,w,w,l,w,w,l",7,15,21,36,0,0,0.714,0.571,"Foter,Wuter Mk XVII,Turilia v28.53,Tewei v11.69,Jolea,Wonus,Wustea Mk LXXXVI"
#0110,Keclite,"l,w,w,w,w,w,w,w,w,l",10,24,30,69,0,0,0.800,0.767,"Wahiri Mk LXXIV,Sugantu,Qewei,Gaphus,Nanov,Hunus v28.9,Haruta Mk XLIX,Monus,Qalea,Huyama"
#0074,Petania Mk LXXXVII,"w,w,w,l,w,w,w,w,l",9,21,27,54,0,0,0.778,0.667,"Waria v41.6,Zoclite,Xotune v29.73,Haruta Mk XLIX,Wuturn v18.96,Negantu,Ronus v28.11,Wonus,Sulara v35.90"
#0016,Purilia Mk XXXV,"w,l,l,l,l,l,w",7,6,21,18,0,0,0.330,0.330,"Potera,Tewei v11.69,Wahiri Mk LXXIV,Vucarro v33.11,Rozuno,Nutera,Wuwei v12.30"
#0040,Wuter Mk XVII,"w,l,l,l,w,l,w",7,9,21,27,0,0,0.429,0.429,"Buwei,Qaturn,Yocarro Mk XLVII,Tepra,Manope Mk XXXVII,Wuturn v18.96,Lacarro"
#0053,Zostea,"l,w,w,l,l,w,w",7,12,21,39,0,0,0.571,0.619,"Rugawa,Ferilia,Cuvis,Selea,Kunope,Futis,Jolea"
#0013,Tewei v11.69,"w,w,w,w,l,l,w",7,15,21,45,0,0,0.714,0.714,"Secarro,Purilia Mk XXXV,Jolea,Qaturn,Wustea Mk LXXXVI,Haruta Mk XLIX,Jatania"
#0095,Rugawa,"w,w,w,l,l,w,w",7,15,21,45,0,0,0.714,0.714,"Zostea,Vucarro v33.11,Xunus Mk XII,Sulara v35.90,Wonus,Nostea,Logawa"
#0026,Jolea,"w,w,l,w,l,l,l",7,9,21,21,0,0,0.429,0.333,"Qustea,Fabos,Tewei v11.69,Qewei Mk XCV,Qaturn,Tenia,Zostea"
#0036,Tenia,"w,l,l,w,w,w,l",7,12,21,42,0,0,0.571,0.667,"Cethea,Qalea,Ioliv,Nutera,Zuter,Jolea,Zoclite"
#0045,Futer,"l,l,l,l,l,l,w",7,3,21,12,0,0,0.330,0.330,"Wanope,Qewei Mk XCV,Humia,Fucury,Xulia,Relia v12.42,Xaturn"
#0120,Waria v41.6,"l,w,w,l,l,w,w",7,12,21,42,0,0,0.571,0.667,"Petania Mk LXXXVII,Yestea,Nutera,Soria,Funerth,Pucury v46.28,Later"
#0062,Nanov,"l,w,w,w,l,l,l",7,9,21,36,0,0,0.429,0.571,"Fupra,Yutera Mk LXXXIV,Getis,Lanus,Keclite,Doyama Mk VII,Yutania"
#0028,Senus Mk XLIX,"w,l,w,w,w,l,w",7,15,21,39,0,0,0.714,0.619,"Wehines Mk L,Ianov,Qunus,Yayama,Xunus Mk XII,Wahiri Mk LXXIV,Julea"
#0047,Futis,"l,l,w,l,w,l,l",7,6,21,15,0,0,0.330,0.330,"Dutune,Wuturn v18.96,Suria Mk XCVII,Nehiri,Peturn,Zostea,Cethea"
#0002,Nonia,"w,l,w,w,l,w,l",7,12,21,27,0,0,0.571,0.429,"Toliv v6.73,Monus,Lethea Mk XCVII,Julea,Ronus v28.11,Lanus,Doyama Mk VII"
#0022,Yocarro Mk XLVII,"w,l,w,w,l,l,w",7,12,21,27,0,0,0.571,0.429,"Wunus,Haruta Mk XLIX,Wuter Mk XVII,Dayama,Qalea,Xunus Mk XII,Lanus"
#0025,Iapra,"l,l,l,l,w,w,l",7,6,21,21,0,0,0.330,0.333,"Herilia v14.82,Qunus,Qustea,Nalea v36.5,Relia v12.42,Zuter,Nutera"
#0046,Henerth Mk VIII,"l,l,w,l,w,l,l",7,6,21,21,0,0,0.330,0.333,"Bonope,Pucury v46.28,Xulia,Potera,Lacarro,Humia,Wehines Mk L"
#0052,Qustea,"l,l,w,w,l,l,w",7,9,21,27,0,0,0.429,0.429,"Jolea,Foter,Iapra,Yutera Mk LXXXIV,Fuwei,Nehiri,Qunus"
#0083,Hunus v28.9,"w,w,w,l,w,l,w",7,15,21,39,0,0,0.714,0.619,"Nalea v36.5,Cotania,Yayama,Yenus,Doyama Mk VII,Keclite,Pucarro"
#0011,Wuwei v12.30,"l,l,l,l,w,l,l",7,3,21,21,0,0,0.330,0.333,"Tonides,Lanus,Manope Mk XXXVII,Suria Mk XCVII,Pecury,Vophus,Purilia Mk XXXV"
#0069,Bonope,"w,l,l,w,l,l,l",7,6,21,21,0,0,0.330,0.333,"Henerth Mk VIII,Sulara v35.90,Qewei Mk XCV,Sugantu,Herilia v14.82,Guthea,Iuzuno"
#0005,Cotania,"w,l,w,l,l,l,l",7,6,21,15,0,0,0.330,0.330,"Selia,Hunus v28.9,Fabos,Toliv v6.73,Pucarro,Lethea Mk XCVII,Qewei Mk XCV"
#0055,Sulara v35.90,"w,w,w,w,l,l,w,w,w,l",10,21,30,60,0,0,0.700,0.667,"Dayama,Bonope,Selea,Rugawa,Huyama,Yenus,Funerth,Kunope,Petania Mk LXXXVII,Wustea Mk LXXXVI"
#0112,Matania,"w,w,l,l,w,l,w",7,12,21,33,0,0,0.571,0.524,"Cuvis,Getis,Doyama Mk VII,Decarro,Nehiri,Soria,Halea v22.63"
#0044,Wunus,"l,w,l,l,w,w,w",7,12,21,42,0,0,0.571,0.667,"Yocarro Mk XLVII,Xocury,Dayama,Secarro,Iuzuno,Yestea,Getis"
#0099,Vathea,"w,w,w,l,l,l,l",7,9,21,36,0,0,0.429,0.571,"Rozuno,Iuzuno,Tepra,Iavis v40.72,Xotune v29.73,Julea,Ienov"
#0048,Yayama,"w,w,l,l,w,l,w",7,12,21,42,0,0,0.571,0.667,"Peturn,Yutania,Hunus v28.9,Senus Mk XLIX,Foter,Ianov,Nostea"
#0108,Getis,"w,l,l,w,w,l,l",7,9,21,27,0,0,0.429,0.429,"Yutera Mk LXXXIV,Matania,Nanov,Relia v12.42,Cuvis,Funerth,Wunus"
#0068,Fucury,"l,l,l,w,l,l,w",7,6,21,24,0,0,0.330,0.381,"Kunope,Gaphus,Wehines Mk L,Futer,Buwei,Megantu,Yutera Mk LXXXIV"
#0091,Qalea,"w,w,l,w,w,w,l,w,l",9,18,27,45,0,0,0.667,0.556,"Danov,Tenia,Yenus,Pucarro,Yocarro Mk XLVII,Fupra,Wahiri Mk LXXIV,Wahiri Mk LXXIV,Keclite"
#0102,Huyama,"w,w,w,w,w,w,w,w,w,w,l",11,30,33,78,0,0,0.909,0.788,"Humia,Qater,Ianov,Monus,Sulara v35.90,Wanope,Iavis v40.72,Wanope,Yenus,Keclite,Wustea Mk LXXXVI"
#0088,Julea,"l,w,w,l,w,w,l",7,12,21,39,0,0,0.571,0.619,"Vucarro v33.11,Manope Mk XXXVII,Jenides,Nonia,Tonides,Vathea,Senus Mk XLIX"
#0035,Haruta Mk XLIX,"w,w,w,w,l,w,l,w,l",9,18,27,54,0,0,0.667,0.667,"Tubos,Yocarro Mk XLVII,Logawa,Petania Mk LXXXVII,Wanope,Tewei v11.69,Keclite,Xotune v29.73,Wustea Mk LXXXVI"
#0018,Buwei,"l,l,l,w,w,l,w",7,9,21,33,0,0,0.429,0.524,"Wuter Mk XVII,Fuwei,Later,Xaturn,Fucury,Ferilia,Vophus"
#0009,Relia v12.42,"l,l,l,l,l,w,w",7,6,21,24,0,0,0.330,0.381,"Yutania,Decarro,Ienov,Getis,Iapra,Futer,Rozuno"
#0076,Qater,"w,l,l,w,w,l,w",7,12,21,36,0,0,0.571,0.571,"Wuturn v18.96,Huyama,Honov,Danov,Potera,Herilia v14.82,Tubos"
#0105,Nalea v36.5,"l,l,l,w,l,w,w",7,9,21,30,0,0,0.429,0.476,"Hunus v28.9,Honov,Ferilia,Iapra,Gohiri,Peturn,Manope Mk XXXVII"
